,Dallas Roughnecks,,Kurt,Gibson,Kurt Gibson,Kurt
5/27/17,New York Empire,DC Breeze,Sam,Taylor,Sam Taylor,Taylor S
5/27/17,New York Empire,DC Breeze,Ross,Ward,Ross Ward,Ward R
5/27/17,New York Empire,DC Breeze,Frank,Weng,Frank Weng,Weng F
5/27/17,New York Empire,DC Breeze,Matt,Wiener,Matt Wiener,Wiener M
5/27/17,New York Empire,DC Breeze,John,Wodatch,John Wodatch,Wodatc J
5/27/17,Philadelphia Phoenix,Toronto Rush,Mike,Arcata,Mike Arcata,Mike Arcata
5/27/17,Philadelphia Phoenix,Toronto Rush,Ryan,Brown,Ryan Brown,Ryan B
5/27/17,Philadelphia Phoenix,Toronto Rush,Marques,Brownlee,Marques Brownlee,Marques Brownlee
5/27/17,Philadelphia Phoenix,Toronto Rush,Charles,Cannon,Charles Cannon,Charles Cannon
5/27/17,Philadelphia Phoenix,Toronto Rush,Matt,Esser,Matt Esser,Esser
5/27/17,Philadelphia Phoenix,Toronto Rush,William,Hoehne,William Hoehne,William Hoehne
5/27/17,Philadelphia Phoenix,Toronto Rush,Alan,Huels,Alan Huels,Huels
5/27/17,Philadelphia Phoenix,Toronto Rush,Trey,Katzenbach,Trey Katzenbach,Trey
5/27/17,Philadelphia Phoenix,Toronto Rush,Andrew,Manganelli,Andrew Manganelli,Andrew Manganelli
5/27/17,Philadelphia Phoenix,Toronto Rush,Greg,Martin,Greg Martin,Greg Martin
5/27/17,Philadelphia Phoenix,Toronto Rush,Sean,Mott,Sean Mott,Sean Mott
5/27/17,Philadelphia Phoenix,Toronto Rush,Eric,Nardelli,Eric Nardelli,Nard
5/27/17,Philadelphia Phoenix,Toronto Rush,Oak,Nelson,Oak Nelson,Nelson
5/27/17,Philadelphia Phoenix,Toronto Rush,Stephen,Ng,Stephen Ng,StNg
5/27/17,Philadelphia Phoenix,Toronto Rush,Glenn,Poole,Glenn Poole,Glenn Poole
5/27/17,Philadelphia Phoenix,Toronto Rush,Aaron,Roberts,Aaron Roberts,Aaron
5/27/17,Philadelphia Phoenix,Toronto Rush,Doug,Roman,Doug Roman,Doug Roman
5/27/17,Philadelphia Phoenix,Toronto Rush,Robert,Roos,Robert Roos,Bobby
5/27/17,Philadelphia Phoenix,Toronto Rush,Ken,Wells,Ken Wells,Kdubs
5/27/17,Philadelphia Phoenix,Toronto Rush,Scott,Xu,Scott Xu,Scottie
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Tarik,Akyuz,Tarik Akyuz,Akyuz T
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Ethan,Beardsley,Ethan Beardsley,Beards E
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Zac,Byrnes,Zac Byrnes,Byrnes Z
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Jon,DeAmicis,Jon DeAmicis,DeAmic J
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Vivek,Devaraj,Vivek Devaraj,Devarj V
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Jesse,Evans,Jesse Evans,Evans J
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Kenny,Furdella,Kenny Furdella,Furdel K
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Andrew,Gardner,Andrew Gardner,Gardne A
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Nick,Gigliotti,Nick Gigliotti,Giglio N
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Pat,Hammonds,Pat Hammonds,Hammon P
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Joe,Marmerstein,Joe Marmerstein,Marmer J
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Jon,Mast,Jon Mast,Mast J
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Xavier,Maxstadt,Xavier Maxstadt,Maxsta X
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Steve,Mogielski,Steve Mogielski,Mogiel S
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Anson,Reppermund,Anson Reppermund,Repper A
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Jordan,Robarge,Jordan Robarge,Robarg J
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Jake,Rovner,Jake Rovner,Rovner J
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Max,Sheppard,Max Sheppard,Sheppa M
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Josh,Tsung,Josh Tsung,Tsung J
5/27/17,Pittsburgh Thunderbirds,Detroit Mechanix,Aaron,Watson,Aaron Watson,Watson A
5/27/17,San Diego Growlers,Los Angeles Aviators,Tyler,Bacon,Tyler Bacon,Bacon
5/27/17,San Diego Growlers,Los Angeles Aviators,Dan,Bellinger,Dan Bellinger,Bellinge
5/27/17,San Diego Growlers,Los Angeles Aviators,Nate,Bridges,Nate Bridges,Bridges
5/27/17,San Diego Growlers,Los Angeles Aviators,Jesse,Cohen,Jesse Cohen,Cohen
5/27/17,San Diego Growlers,Los Angeles Aviators,Hunter,Corbett,Hunter Corbett,Corbett
5/27/17,San Diego Growlers,Los Angeles Aviators,Travis,Dunn,Travis Dunn,Dunn
5/27/17,San Diego Growlers,Los Angeles Aviators,Sam,Fontaine,Sam Fontaine,Fontaine
5/27/17,San Diego Growlers,Los Angeles Aviators,Sean,Ham,Sean Ham,Ham
5/27/17,San Diego Growlers,Los Angeles Aviators,Maxwell,Hume,Maxwell Hume,Hume
5/27/17,San Diego Growlers,Los Angeles Aviators,Zeke,Ivers,Zeke Ivers,Ivers
5/27/17,San Diego Growlers,Los Angeles Aviators,Dom,Leggio,Dom Leggio,Leggio
5/27/17,San Diego Growlers,Los Angeles Aviators,Steven,Milardovich,Steven Milardovich,Milardov
5/27/17,San Diego Growlers,Los Angeles Aviators,Nick,Minyen,Nick Minyen,Minyen
5/27/17,San Diego Growlers,Los Angeles Aviators,Nate,Page,Nate Page,Page
5/27/17,San Diego Growlers,Los Angeles Aviators,Matt,Parisi,Matt Parisi,Parisi
5/27/17,San Diego Growlers,Los Angeles Aviators,Trevor,Purdy,Trevor Purdy,Purdy
5/27/17,San Diego Growlers,Los Angeles Aviators,Jeff,Silverman,Jeff Silverman,Silverma
5/27/17,San Diego Growlers,Los Angeles Aviators,Kevin,Smith,Kevin Smith,Smith
5/27/17,San Diego Growlers,Los Angeles Aviators,Michael,Tran,Michael Tran,Tran
5/27/17,San Diego Growlers,Los Angeles Aviators,Will,Turner,Will Turner,Turner
5/27/17,Toronto Rush,Philadelphia Phoenix,Connor,Armstrong,Connor Armstrong,Armstron
5/27/17,Toronto Rush,Philadelphia Phoenix,Jay,Boychuk,Jay Boychuk,Boychuk
5/27/17,Toronto Rush,Philadelphia Phoenix,Benjamin,Burelle,Benjamin Burelle,Burelle
5/27/17,Toronto Rush,Philadelphia Phoenix,Andrew,Carroll,Andrew Carroll,Carroll
5/27/17,Toronto Rush,Philadelphia Phoenix,Cameron,Harris,Cameron Harris,Harris
5/27/17,Toronto Rush,Philadelphia Phoenix,Jacky,Hau,Jacky Hau,Hau
5/27/17,Toronto Rush,Philadelphia Phoenix,Jason,Huynh,Jason Huynh,Huynh
5/27/17,Toronto Rush,Philadelphia Phoenix,Mike,Jones,Mike Jones,Jones
5/27/17,Toronto Rush,Philadelphia Phoenix,Jeff,Lindquist,Jeff Lindquist,Linq
5/27/17,Toronto Rush,Philadelphia Phoenix,Mark,Lloyd,Mark Lloyd,Lloyd
5/27/17,Toronto Rush,Philadelphia Phoenix,Iain,Mackenzie,Iain Mackenzie,Iain M
5/27/17,Toronto Rush,Philadelphia Phoenix,Jonathan,Martin,Jonathan Martin,Martin
5/27/17,Toronto Rush,Philadelphia Phoenix,Thomson,McKnight,Thomson McKnight,McKnight
5/27/17,Toronto Rush,Philadelphia Phoenix,Jaret,Meron,Jaret Meron,Meron
5/27/17,Toronto Rush,Philadelphia Phoenix,Remi,Ojo,Remi Ojo,Ojo
5/27/17,Toronto Rush,Philadelphia Phoenix,Bretton,Tan,Bretton Tan,Tan
5/27/17,Toronto Rush,Philadelphia Phoenix,Paul,Tatulea,Paul Tatulea,Tatulea
5/27/17,Toronto Rush,Philadelphia Phoenix,Darren,Wu,Darren Wu,Wu
5/27/17,Toronto Rush,Philadelphia Phoenix,Adrian,Yearwood,Adrian Yearwood,Yearwood
5/27/17,Toronto Rush,Philadelphia Phoenix,Marijo,Zlatic,Marijo Zlatic,Zlatic
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Alex,Champe,Alex Champe,Champe
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Michael,Egan,Michael Egan,Egan
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Pawel,Janas,Pawel Janas,Janas
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Eric,Johnson,Eric Johnson,Johnson
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Dan,Miller,Dan Miller,Miller
5/28/17,Chicago Wildfire,Minnesota Wind Chill,CJ,O'Brien,CJ O'Brien,O'Brien
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Michael,Pardo,Michael Pardo,Pardo
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Neal,Phelps,Neal Phelps,Phelps
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Brian,Rathunde,Brian Rathunde,Rathunde
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Jimmy,Robin,Jimmy Robin,Robin
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Alex,Rummelhart,Alex Rummelhart,Rummel
5/28/17,Chicago Wildfire,Minnesota Wind Chill,James,Sykora,James Sykora,Sykora
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Max,Trotter,Max Trotter,Trotter
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Dan,Vockeroth,Dan Vockeroth,Vock
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Jeff,Weis,Jeff Weis,Weis
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Dave,Woods,Dave Woods,Woods
5/28/17,Chicago Wildfire,Minnesota Wind Chill,Jeff,Zhao,Jeff Zhao,Zhao
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Colin,Berry,Colin Berry,Colin Berry
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Matt,Burkhardt,Matt Burkhardt,Burkha M
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Danny,Collom,Danny Collom,Collom D
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Greg,Cousins,Greg Cousins,Cousi G
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Dylan,DeClerck,Dylan DeClerck,DeCler D
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Caleb,Denecour,Caleb Denecour,Caleb Denecour
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Jay,Drescher,Jay Drescher,Dresch J
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Ben,Feldman,Ben Feldman,Feldma B
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Tristan,Grovender,Tristan Grovender,Groven T
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Jimmy,Kittlesen,Jimmy Kittlesen,Kittle J
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Josh,Klane,Josh Klane,Klane J
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Tyler,Latham,Tyler Latham,Latham T
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Austin,Lien,Austin Lien,Lien A
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Ryan,Osgar,Ryan Osgar,Osgar R
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Ethan,Rasmussen,Ethan Rasmussen,Rasmus E
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Brian,Schoenrock,Brian Schoenrock,Schoen B
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Charlie,Schuweiler,Charlie Schuweiler,Schuwe C
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Nicholas,Simonelli,Nicholas Simonelli,Simone N
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Brett,Sullivan,Brett Sullivan,Sulliv B
5/28/17,Minnesota Wind Chill,Chicago Wildfire,Jason,Tschida,Jason Tschida,Tschid J
5/28/17,Montreal Royal,Philadelphia Phoenix,Andr_,Arsenault,Andr_ Arsenault,Andr_ Arsenault
5/28/17,Montreal Royal,Philadelphia Phoenix,Malik,Auger-Semmar,Malik Auger-Semmar,AugerSem
5/28/17,Montreal Royal,Philadelphia Phoenix,Quentin,Bonnaud,Quentin Bonnaud,Bonnaud
5/28/17,Montreal Royal,Philadelphia Phoenix,Steve,Bonneau,Steve Bonneau,Bonneau
5/28/17,Montreal Royal,Philadelphia Phoenix,Francis,Breton,Francis Breton,Breton F
5/28/17,Montreal Royal,Philadelphia Phoenix,F_lix-Antoine,Daigle,F_lix-Antoine Daigle,Daigle F
5/28/17,Montreal Royal,Philadelphia Phoenix,Nathan,Dandurand,Nathan Dandurand,Danduran
5/28/17,Montreal Royal,Philadelphia Phoenix,Antoine,Genest,Antoine Genest,Genest A
5/28/17,Montreal Royal,Philadelphia Phoenix,Joseph,Genest,Joseph Genest,Joseph Genest
5/28/17,Montreal Royal,Philadelphia Phoenix,Miguel,Goderre,Miguel Goderre,Miguel Goderre
5/28/17,Montreal Royal,Philadelphia Phoenix,Kevin,Groulx,Kevin Groulx,Groulx K
5/28/17,Montreal Royal,Philadelphia Phoenix,Ben,Katz,Ben Katz,Katz B
5/28/17,Montreal Royal,Philadelphia Phoenix,Nasser,Mbae Vogel,Nasser Mbae Vogel,Mbae Vog
5/28/17,Montreal Royal,Philadelphia Phoenix,Thomas,McAlear,Thomas McAlear,McAlear
5/28/17,Montreal Royal,Philadelphia Phoenix,Raynald,Nemours,Raynald Nemours,Nemours
5/28/17,Montreal Royal,Philadelphia Phoenix,Kevin,Quinlan,Kevin Quinlan,Quinlan
5/28/17,Montreal Royal,Philadelphia Phoenix,Maxwell,Rick,Maxwell Rick,Rick M
5/28/17,Montreal Royal,Philadelphia Phoenix,Jacob,Saunders,Jacob Saunders,Jacob Saunders
5/28/17,Montreal Royal,Philadelphia Phoenix,Francis,Vall_e,Francis Vall_e,Vallee F
5/28/17,Montreal Royal,Philadelphia Phoenix,Mike,Voelpel,Mike Voelpel,Voelpel
5/28/17,Philadelphia Phoenix,Montreal Royal,Mike,Arcata,Mike Arcata,Mike Arcata
5/28/17,Philadelphia Phoenix,Montreal Royal,Ryan,Brown,Ryan Brown,Ryan B
5/28/17,Philadelphia Phoenix,Montreal Royal,Marques,Brownlee,Marques Brownlee,Marques Brownlee
5/28/17,Philadelphia Phoenix,Montreal Royal,Charles,Cannon,Charles Cannon,Charles Cannon
5/28/17,Philadelphia Phoenix,Montreal Royal,Matt,Esser,Matt Esser,Esser
5/28/17,Philadelphia Phoenix,Montreal Royal,William,Hoehne,William Hoehne,William Hoehne
5/28/17,Philadelphia Phoenix,Montreal Royal,Alan,Huels,Alan Huels,Huels
5/28/17,Philadelphia Phoenix,Montreal Royal,Trey,Katzenbach,Trey Katzenbach,Trey
5/28/17,Philadelphia Phoenix,Montreal Royal,Brian,Magerr,Brian Magerr,Magerr
5/28/17,Philadelphia Phoenix,Montreal Royal,Andrew,Manganelli,Andrew Manganelli,Andrew Manganelli
5/28/17,Philadelphia Phoenix,Montreal Royal,Greg,Martin,Greg Martin,Greg Martin
5/28/17,Philadelphia Phoenix,Montreal Royal,Sean,Mott,Sean Mott,Sean Mott
5/28/17,Philadelphia Phoenix,Montreal Royal,Eric,Nardelli,Eric Nardelli,Nard
5/28/17,Philadelphia Phoenix,Montreal Royal,Oak,Nelson,Oak Nelson,Nelson
5/28/17,Philadelphia Phoenix,Montreal Royal,Stephen,Ng,Stephen Ng,StNg
5/28/17,Philadelphia Phoenix,Montreal Royal,Glenn,Poole,Glenn Poole,Glenn Poole
5/28/17,Philadelphia Phoenix,Montreal Royal,Doug,Roman,Doug Roman,Doug Roman
5/28/17,Philadelphia Phoenix,Montreal Royal,Robert,Roos,Robert Roos,Bobby
5/28/17,Philadelphia Phoenix,Montreal Royal,Ken,Wells,Ken Wells,Kdubs
5/28/17,Philadelphia Phoenix,Montreal Royal,Scott,Xu,Scott Xu,Scottie
6/2/17,Montreal Royal,Ottawa Outlaws,Andr_,Arsenault,Andr_ Arsenault,Andr_ Arsenault
6/2/17,Montreal Royal,Ottawa Outlaws,Quentin,Bonnaud,Quentin Bonnaud,Bonnaud
6/2/17,Montreal Royal,Ottawa Outlaws,Steve,Bonneau,Steve Bonneau,Bonneau
6/2/17,Montreal Royal,Ottawa Outlaws,Francis,Breton,Francis Breton,Breton F
6/2/17,Montreal Royal,Ottawa Outlaws,Nathan,Dandurand,Nathan Dandurand,Danduran
6/2/17,Montreal Royal,Ottawa Outlaws,David,Ferraro,David Ferraro,Ferraro
6/2/17,Montreal Royal,Ottawa Outlaws,Antoine,Genest,Antoine Genest,Genest A
6/2/17,Montreal Royal,Ottawa Outlaws,Joseph,Genest,Joseph Genest,Joseph Genest
6/2/17,Montreal Royal,Ottawa Outlaws,Miguel,Goderre,Miguel Goderre,Miguel Goderre
6/2/17,Montreal Royal,Ottawa Outlaws,Kevin,Groulx,Kevin Groulx,Groulx K
6/2/17,Montreal Royal,Ottawa Outlaws,Mauricio,Martinez,Mauricio Martinez,Mauricio Martinez
6/2/17,Montreal Royal,Ottawa Outlaws,Nasser,Mbae Vogel,Nasser Mbae Vogel,Mbae Vog
6/2/17,Montreal Royal,Ottawa Outlaws,Thomas,McAlear,Thomas McAlear,McAlear
6/2/17,Montreal Royal,Ottawa Outlaws,Gabriel,Monfette,Gabriel Monfette,Gabriel Monfette
6/2/17,Montreal Royal,Ottawa Outlaws,Kevin,Quinlan,Kevin Quinlan,Quinlan
6/2/17,Montreal Royal,Ottawa Outlaws,Maxwell,Rick,Maxwell Rick,Rick M
6/2/17,Montreal Royal,Ottawa Outlaws,Jean-Philippe,Riopel,Jean-Philippe Riopel,Riopel J
6/2/17,Montreal Royal,Ottawa Outlaws,Jacob,Saunders,Jacob Saunders,Jacob Saunders
6/2/17,Montreal Royal,Ottawa Outlaws,Christophe,Tremblay-Joncas,Christophe Tremblay-Joncas,TrJoncas
6/2/17,Montreal Royal,Ottawa Outlaws,Mike,Voelpel,Mike Voelpel,Voelpel
6/2/17,Ottawa Outlaws,Montreal Royal,Derek,Alexander,Derek Alexander,Derek A
6/2/17,Ottawa Outlaws,Montreal Royal,Ken,Alexander,Ken Alexander,Ken
6/2/17,Ottawa Outlaws,Montreal Royal,Alec,Arsenault,Alec Arsenault,Alec A
6/2/17,Ottawa Outlaws,Montreal Royal,Nick,Boucher,Nick Boucher,Nick B
6/2/17,Ottawa Outlaws,Montreal Royal,Cooper,Brotman,Cooper Brotman,Cooper B
6/2/17,Ottawa Outlaws,Montreal Royal,Leon,Forest-Nault,Leon Forest-Nault,L_on FN
6/2/17,Ottawa Outlaws,Montreal Royal,Kinley,Gee,Kinley Gee,Kinley G
6/2/17,Ottawa Outlaws,Montreal Royal,David,Hochhalter,David Hochhalter,Dave H
6/2/17,Ottawa Outlaws,Montreal Royal,Erik,Hunter,Erik Hunter,Erik H
6/2/17,Ottawa Outlaws,Montreal Royal,David,Janssen,David Janssen,DJ
6/2/17,Ottawa Outlaws,Montreal Royal,Laurent,Loiseau,Laurent Loiseau,Laurent
6/2/17,Ottawa Outlaws,Montreal Royal,Jordan,McGregor,Jordan McGregor,Jordan M
6/2/17,Ottawa Outlaws,Montreal Royal,Paul,Mensah,Paul Mensah,Paul M
6/2/17,Ottawa Outlaws,Montreal Royal,Luca,Miglioretto,Luca Miglioretto,Luca M
6/2/17,Ottawa Outlaws,Montreal Royal,Matt,O'Brien,Matt O'Brien,Matt OB
6/2/17,Ottawa Outlaws,Montreal Royal,Andrew,Ouchterlony,Andrew Ouchterlony,Andy O
6/2/17,Ottawa Outlaws,Montreal Royal,Tyler,Sadler,Tyler Sadler,Tyler S
6/2/17,Ottawa Outlaws,Montreal Royal,Carson,Turner,Carson Turner,Carson T
6/2/17,Ottawa Outlaws,Montreal Royal,Owen,Watt,Owen Watt,Owen W
6/2/17,Ottawa Outlaws,Montreal Royal,Scott,Westwell,Scott Westwell,Scott
6/3/17,Austin Sol,Nashville Nightwatch,Victor,Bautista,Victor Bautista,Victor Bautista Gonzalez
6/3/17,Austin Sol,Nashville Nightwatch,Mitchell,Bennett,Mitchell Bennett,Mitchell Bennett
6/3/17,Austin Sol,Nashville Nightwatch,Jason,Best,Jason Best,Jason Best
6/3/17,Austin Sol,Nashville Nightwatch,Matthew,Bierschenk,Matthew Bierschenk,Biersc M
6/3/17,Austin Sol,Nashville Nightwatch,John,Cecil,John Cecil,Cecil J
6/3/17,Austin Sol,Nashville Nightwatch,Chase,Cunningham,Chase Cunningham,Cunnin C
6/3/17,Austin Sol,Nashville Nightwatch,Aubrey,Davis,Aubrey Davis,Aubrey Davis
6/3/17,Austin Sol,Nashville Nightwatch,Brandon,Dial,Brandon Dial,Dial B
6/3/17,Austin Sol,Nashville Nightwatch,Nash,Mock,Nash Mock,Nash Mock
6/3/17,Austin Sol,Nashville Nightwatch,Lucky,Mosola,Lucky Mosola,Mosola L
6/3/17,Austin Sol,Nashville Nightwatch,Steven,Naji,Steven Naji,Naji S
6/3/17,Austin Sol,Nashville Nightwatch,Rory,Orloff,Rory Orloff,Orloff R
6/3/17,Austin Sol,Nashville Nightwatch,Ryan,Purcell,Ryan Purcell,Purcel R
6/3/17,Austin Sol,Nashville Nightwatch,Nathan,Sany,Nathan Sany,Sany N
6/3/17,Austin Sol,Nashville Nightwatch,Jason,Schafer,Jason Schafer,Schafe J
6/3/17,Austin Sol,Nashville Nightwatch,Carlos,Vargas,Carlos Vargas,Vargas C
6/3/17,Austin Sol,Nashville Nightwatch,Mick,Walter,Mick Walter,Walter M
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Von,Alanguilan,Von Alanguilan,Von
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Michael,Egan,Michael Egan,Egan
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Tommy,Gallagher,Tommy Gallagher,Gallaghe
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Pawel,Janas,Pawel Janas,Janas
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Eric,Johnson,Eric Johnson,Johnson
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Karl,Kingma,Karl Kingma,Kingma
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Bill,Kluender,Bill Kluender,Kluender
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Trent,Kuhl,Trent Kuhl,Kuhl
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Dan,Miller,Dan Miller,Miller
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Judah,Newman,Judah Newman,Newman
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,CJ,O'Brien,CJ O'Brien,O'Brien
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Michael,Pardo,Michael Pardo,Pardo
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Alex,Rummelhart,Alex Rummelhart,Rummel
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,James,Sykora,James Sykora,Sykora
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Max,Trotter,Max Trotter,Trotter
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Dan,Vockeroth,Dan Vockeroth,Vock
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Jeff,Weis,Jeff Weis,Weis
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Dave,Woods,Dave Woods,Woods
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Nick,Zeman,Nick Zeman,Zeman
6/3/17,Chicago Wildfire,Pittsburgh Thunderbirds,Jeff,Zhao,Jeff Zhao,Zhao
6/3/17,Dallas Roughnecks,Madison Radicals,Reid,Bacon,Reid Bacon,Reid Bacon
6/3/17,Dallas Roughnecks,Madison Radicals,Matt,Bennett,Matt Bennett,Matt Bennett
6/3/17,Dallas Roughnecks,Madison Radicals,Kevin,Christian,Kevin Christian,Kevin Christian
6/3/17,Dallas Roughnecks,Madison Radicals,Joel,Clutton,Joel Clutton,Joel Clutton
6/3/17,Dallas Roughnecks,Madison Radicals,Abe,Coffin,Abe Coffin,Abe Coffin
6/3/17,Dallas Roughnecks,Madison Radicals,Daniel,Emmons,Daniel Emmons,Daniel Emmons
6/3/17,Dallas Roughnecks,Madison Radicals,Dylan,Freechild,Dylan Freechild,Dylan Freechild
6/3/17,Dallas Roughnecks,Madison Radicals,Jay,Froude,Jay Froude,Jay Froude
6/3/17,Dallas Roughnecks,Madison Radicals,Casey,Hogg,Casey Hogg,Casey Hogg
6/3/17,Dallas Roughnecks,Madison Radicals,Jason,Holleran,Jason Holleran,Jason Holleran
6/3/17,Dallas Roughnecks,Madison Radicals,Matt,Jackson,Matt Jackson,Matt Jackson
6/3/17,Dallas Roughnecks,Madison Radicals,Ben,Lewis,Ben Lewis,Lewis
6/3/17,Dallas Roughnecks,Madison Radicals,Brandon,Malecek,Brandon Malecek,Brandon Malecek
6/3/17,Dallas Roughnecks,Madison Radicals,Kai,Marshall,Kai Marshall,Kai Marshall
6/3/17,Dallas Roughnecks,Madison Radicals,Chris,Mazur,Chris Mazur,Chris Mazur
6/3/17,Dallas Roughnecks,Madison Radicals,Jimmy,Mickle,Jimmy Mickle,Jimmy Mickle
6/3/17,Dallas Roughnecks,Madison Radicals,Stanley,Peterson,Stanley Peterson,Stanley Peterson
6/3/17,Dallas Roughnecks,Madison Radicals,Thomas,Slack,Thomas Slack,Thomas Slack
6/3/17,Dallas Roughnecks,Madison Radicals,Dalton,Smith,Dalton Smith,Dalton Smith
6/3/17,DC Breeze,Philadelphia Phoenix,Austin,Bartenstein,Austin Bartenstein,Austin B
6/3/17,DC Breeze,Philadelphia Phoenix,Lloyd,Blake,Lloyd Blake,Lloyd B
6/3/17,DC Breeze,Philadelphia Phoenix,David,Bloodgood,David Bloodgood,David B
6/3/17,DC Breeze,Philadelphia Phoenix,David,Boylan-Kolchin,David Boylan-Kolchin,David BK
6/3/17,DC Breeze,Philadelphia Phoenix,Cory,Broyles,Cory Broyles,Cory B
6/3/17,DC Breeze,Philadelphia Phoenix,Chuck,Cantone,Chuck Cantone,Chuck Cantone
6/3/17,DC Breeze,Philadelphia Phoenix,Max,Cassell,Max Cassell,Max C
6/3/17,DC Breeze,Philadelphia Phoenix,Joe,Freund,Joe Freund,Joe F
6/3/17,DC Breeze,Philadelphia Phoenix,Delrico,Johnson,Delrico Johnson,Rico J
6/3/17,DC Breeze,Philadelphia Phoenix,Brian,Marshall,Brian Marshall,Brian M
6/3/17,DC Breeze,Philadelphia Phoenix,Matthew,McDonnell,Matthew McDonnell,Rowan M
6/3/17,DC Breeze,Philadelphia Phoenix,Tyler,Monroe,Tyler Monroe,Tyler M
6/3/17,DC Breeze,Philadelphia Phoenix,Jon,Neeley,Jon Neeley,Jon N
6/3/17,DC Breeze,Philadelphia Phoenix,Nathan,Prior,Nathan Prior,Nathan P
6/3/17,DC Breeze,Philadelphia Phoenix,David,Shields,David Shields,David S
6/3/17,DC Breeze,Philadelphia Phoenix,Markham,Shofner,Markham Shofner,Markha S
6/3/17,DC Breeze,Philadelphia Phoenix,Ryan,Swift,Ryan Swift,Ryan S
6/3/17,DC Breeze,Philadelphia Phoenix,Alexander,Taylor,Alexander Taylor,Zander T
