year,team,opponent,date,game,Assists,Hockey Assists,Throws,Throwaways,Turnovers,Completions,Catches,Goals,Drops,Blocks,Stalls,Callahans,Callahans Thrown,O Points Played,O Possessions Played,D Points Played,D Possessions Played,Holds,Breaks,Games Played,Opponent Possessions Played (O-Line),Opponent Possessions Played (D-Line),O Points Lost,D Points Lost,Points Won,Points Played,Possessions Played,Completion Rate,Throwaway Rate,Assist Rate,Goal Rate,Hold Rate,Break Rate,Scoring Efficiency,O-line Scoring Efficiency,D-line Scoring Efficiency,O-line Takeaway Efficiency,D-line Takeaway Efficiency
2015,Montreal Royal,Rochester Dragons,2015-06-22,Montreal Royal_Rochester Dragons_2015-06-22,22,2,61,21,27,34,34,23,6,19,0,1,0,18,32,25,17,13,9,1,19,33,4,13,22,43,49,0.5573770491803278,0.3442622950819672,0.36065573770491804,0.6764705882352942,0.7222222222222222,0.36,0.4489795918367347,0.40625,0.5294117647058824,0.7894736842105263,0.6060606060606061
2015,Montreal Royal,Toronto Rush,2015-04-26,Montreal Royal_Toronto Rush_2015-04-26,27,21,262,15,22,240,240,27,7,8,0,0,0,28,32,28,17,18,9,1,12,35,8,18,27,56,49,0.916030534351145,0.05725190839694656,0.10305343511450382,0.1125,0.6428571428571429,0.32142857142857145,0.5510204081632653,0.5625,0.5294117647058824,0.33333333333333337,0.48571428571428577
2015,Montreal Royal,Toronto Rush,2015-06-20,Montreal Royal_Toronto Rush_2015-06-20,18,16,237,26,32,205,205,18,6,14,0,0,0,26,36,20,14,13,5,1,22,28,11,13,18,46,50,0.8649789029535865,0.10970464135021098,0.0759493670886076,0.08780487804878048,0.5,0.25,0.36,0.3611111111111111,0.35714285714285715,0.5,0.5357142857142857
2015,Nashville NightWatch,Atlanta Hustle,2015-04-18,Nashville NightWatch_Atlanta Hustle_2015-04-18,17,14,266,29,37,229,229,17,8,14,0,0,0,25,43,18,11,12,5,1,29,24,11,12,17,43,54,0.8609022556390977,0.10902255639097744,0.06390977443609022,0.07423580786026202,0.48,0.2777777777777778,0.3148148148148148,0.27906976744186046,0.45454545454545453,0.6206896551724138,0.5
2015,Nashville NightWatch,Atlanta Hustle,2015-05-03,Nashville NightWatch_Atlanta Hustle_2015-05-03,20,18,299,25,29,270,270,20,4,7,0,0,0,32,47,22,3,20,0,1,27,23,12,18,20,54,50,0.903010033444816,0.08361204013377926,0.06688963210702341,0.07407407407407407,0.625,0.0,0.4,0.425531914893617,0.0,0.5555555555555556,0.21739130434782605
2015,Nashville NightWatch,Atlanta Hustle,2015-06-14,Nashville NightWatch_Atlanta Hustle_2015-06-14,21,21,297,17,25,276,276,21,4,9,4,0,0,27,33,23,13,16,5,1,17,31,10,15,21,50,46,0.9292929292929293,0.05723905723905724,0.0707070707070707,0.07608695652173914,0.5925925925925926,0.21739130434782608,0.45652173913043476,0.48484848484848486,0.38461538461538464,0.4117647058823529,0.5161290322580645
2015,Nashville NightWatch,Atlanta Hustle,2015-07-12,Nashville NightWatch_Atlanta Hustle_2015-07-12,18,17,291,21,25,267,267,18,3,7,1,0,0,30,38,20,6,15,3,1,20,23,12,16,18,50,44,0.9175257731958762,0.07216494845360824,0.061855670103092786,0.06741573033707865,0.5,0.15,0.4090909090909091,0.39473684210526316,0.5,0.4,0.30434782608695654
2015,Nashville NightWatch,Charlotte Express,2015-05-16,Nashville NightWatch_Charlotte Express_2015-05-16,26,25,353,19,23,330,330,26,4,8,0,0,1,30,34,28,15,21,5,1,12,36,8,20,26,58,49,0.9348441926345609,0.053824362606232294,0.07365439093484419,0.07878787878787878,0.7,0.17857142857142858,0.5306122448979592,0.6176470588235294,0.3333333333333333,0.33333333333333337,0.4444444444444444
2015,Nashville NightWatch,Charlotte Express,2015-07-18,Nashville NightWatch_Charlotte Express_2015-07-18,22,20,325,20,24,301,301,22,4,11,0,0,0,21,26,23,21,17,5,1,8,39,3,16,22,44,47,0.9261538461538461,0.06153846153846154,0.06769230769230769,0.07308970099667775,0.8095238095238095,0.21739130434782608,0.46808510638297873,0.6538461538461539,0.23809523809523808,0.625,0.5897435897435898
2015,Nashville NightWatch,Charlotte Express,2015-07-19,Nashville NightWatch_Charlotte Express_2015-07-19,17,15,290,22,31,259,259,17,9,20,0,0,0,20,29,19,19,10,7,1,17,31,7,11,17,39,48,0.8931034482758621,0.07586206896551724,0.05862068965517241,0.06563706563706563,0.5,0.3684210526315789,0.3541666666666667,0.3448275862068966,0.3684210526315789,0.5882352941176471,0.6451612903225806
2015,Nashville NightWatch,Jacksonville Cannons,2015-04-25,Nashville NightWatch_Jacksonville Cannons_2015-04-25,20,19,316,28,35,281,281,20,7,16,0,0,0,20,28,22,28,14,6,1,12,44,4,14,20,42,56,0.8892405063291139,0.08860759493670886,0.06329113924050633,0.0711743772241993,0.7,0.2727272727272727,0.35714285714285715,0.5,0.21428571428571427,0.6666666666666667,0.6818181818181819
2015,Nashville NightWatch,Jacksonville Cannons,2015-05-02,Nashville NightWatch_Jacksonville Cannons_2015-05-02,18,18,341,22,29,315,315,18,4,13,3,0,0,24,33,20,15,14,4,1,18,30,9,14,18,44,48,0.9237536656891495,0.06451612903225806,0.05278592375366569,0.05714285714285714,0.5833333333333334,0.2,0.375,0.42424242424242425,0.26666666666666666,0.5,0.5333333333333333
2015,Nashville NightWatch,Jacksonville Cannons,2015-07-11,Nashville NightWatch_Jacksonville Cannons_2015-07-11,27,25,313,11,16,297,297,27,5,8,0,0,0,29,38,28,5,24,3,1,13,30,5,24,27,57,43,0.9488817891373802,0.03514376996805112,0.08626198083067092,0.09090909090909091,0.8275862068965517,0.10714285714285714,0.627906976744186,0.631578947368421,0.6,0.6153846153846154,0.19999999999999996
2015,Nashville NightWatch,Raleigh Flyers,2015-05-10,Nashville NightWatch_Raleigh Flyers_2015-05-10,21,21,355,32,41,316,316,21,7,17,2,0,0,25,38,23,27,13,8,1,22,42,8,14,21,48,65,0.8901408450704226,0.09014084507042254,0.059154929577464786,0.06645569620253164,0.52,0.34782608695652173,0.3230769230769231,0.34210526315789475,0.2962962962962963,0.6363636363636364,0.6666666666666667
2015,Nashville NightWatch,Raleigh Flyers,2015-05-17,Nashville NightWatch_Raleigh Flyers_2015-05-17,22,21,334,28,34,300,300,22,6,10,0,0,0,33,45,24,12,19,3,1,24,33,12,21,22,57,57,0.8982035928143712,0.08383233532934131,0.0658682634730539,0.07333333333333333,0.5757575757575758,0.125,0.38596491228070173,0.4222222222222222,0.25,0.5,0.36363636363636365
2015,Nashville NightWatch,Raleigh Flyers,2015-06-06,Nashville NightWatch_Raleigh Flyers_2015-06-06,21,21,343,20,26,319,319,21,4,5,2,0,0,28,39,23,9,18,3,1,20,28,9,18,21,51,48,0.9300291545189504,0.05830903790087463,0.061224489795918366,0.06583072100313479,0.6428571428571429,0.13043478260869565,0.4375,0.46153846153846156,0.3333333333333333,0.55,0.3571428571428571
2015,Nashville NightWatch,Raleigh Flyers,2015-06-27,Nashville NightWatch_Raleigh Flyers_2015-06-27,15,14,277,25,32,246,246,15,6,7,1,0,0,22,35,17,12,13,2,1,20,27,7,13,15,39,47,0.8880866425992779,0.09025270758122744,0.05415162454873646,0.06097560975609756,0.5909090909090909,0.11764705882352941,0.3191489361702128,0.37142857142857144,0.16666666666666666,0.65,0.5185185185185186
2015,New York Empire,DC Breeze,2015-05-16,New York Empire_DC Breeze_2015-05-16,22,19,259,21,23,237,237,22,1,15,1,0,0,20,29,24,17,12,10,1,15,29,6,12,22,44,46,0.915057915057915,0.08108108108108109,0.08494208494208494,0.09282700421940929,0.6,0.4166666666666667,0.4782608695652174,0.41379310344827586,0.5882352941176471,0.6,0.5862068965517242
2015,New York Empire,DC Breeze,2015-06-20,New York Empire_DC Breeze_2015-06-20,8,7,150,14,16,136,136,8,0,9,2,0,0,7,15,10,10,3,5,1,12,14,3,4,8,17,25,0.9066666666666666,0.09333333333333334,0.05333333333333334,0.058823529411764705,0.42857142857142855,0.5,0.32,0.2,0.5,0.75,0.7142857142857143
2015,New York Empire,DC Breeze,2015-06-21,New York Empire_DC Breeze_2015-06-21,21,19,270,35,39,233,233,21,2,18,2,0,0,15,24,23,36,8,13,1,14,45,5,8,21,38,60,0.8629629629629629,0.12962962962962962,0.07777777777777778,0.09012875536480687,0.5333333333333333,0.5652173913043478,0.35,0.3333333333333333,0.3611111111111111,0.6428571428571428,0.8222222222222222
2015,New York Empire,Montreal Royal,2015-04-12,New York Empire_Montreal Royal_2015-04-12,22,22,307,18,20,287,287,22,2,13,0,0,0,22,32,23,12,15,7,1,16,26,6,14,22,45,44,0.9348534201954397,0.05863192182410423,0.07166123778501629,0.07665505226480836,0.6818181818181818,0.30434782608695654,0.5,0.46875,0.5833333333333334,0.625,0.46153846153846156
2015,New York Empire,Montreal Royal,2015-05-23,New York Empire_Montreal Royal_2015-05-23,17,14,302,33,38,264,264,17,5,14,0,0,0,21,34,19,22,12,5,1,22,33,9,11,17,40,56,0.8741721854304636,0.10927152317880795,0.056291390728476824,0.06439393939393939,0.5714285714285714,0.2631578947368421,0.30357142857142855,0.35294117647058826,0.22727272727272727,0.5909090909090908,0.6666666666666667
2015,New York Empire,Montreal Royal,2015-07-24,New York Empire_Montreal Royal_2015-07-24,33,31,309,12,14,295,295,33,2,17,0,0,0,20,26,35,21,16,17,1,10,39,4,16,33,55,47,0.9546925566343042,0.038834951456310676,0.10679611650485436,0.11186440677966102,0.8,0.4857142857142857,0.7021276595744681,0.6153846153846154,0.8095238095238095,0.6,0.5897435897435898
2015,New York Empire,Ottawa Outlaws,2015-05-03,New York Empire_Ottawa Outlaws_2015-05-03,24,22,214,16,21,198,198,24,0,16,5,0,0,19,26,26,19,13,11,1,12,33,4,13,24,45,45,0.9252336448598131,0.07476635514018691,0.11214953271028037,0.12121212121212122,0.6842105263157895,0.4230769230769231,0.5333333333333333,0.5,0.5789473684210527,0.6666666666666667,0.6060606060606061
2015,New York Empire,Ottawa Outlaws,2015-05-24,New York Empire_Ottawa Outlaws_2015-05-24,22,19,240,23,27,214,214,22,3,19,1,0,0,18,25,23,25,11,11,1,13,37,5,12,22,41,50,0.8916666666666667,0.09583333333333334,0.09166666666666666,0.102803738317757,0.6111111111111112,0.4782608695652174,0.44,0.44,0.44,0.6153846153846154,0.6756756756756757
2015,New York Empire,Philadelphia Phoenix,2015-04-25,New York Empire_Philadelphia Phoenix_2015-04-25,27,26,270,19,21,249,249,27,2,16,0,0,0,19,21,28,27,13,14,1,6,41,4,13,27,47,48,0.9222222222222223,0.07037037037037037,0.1,0.10843373493975904,0.6842105263157895,0.5,0.5625,0.6190476190476191,0.5185185185185185,0.33333333333333337,0.6829268292682926
2015,New York Empire,Philadelphia Phoenix,2015-06-28,New York Empire_Philadelphia Phoenix_2015-06-28,24,21,262,16,19,244,244,24,2,12,1,0,0,15,21,26,23,10,14,1,10,34,4,9,24,41,44,0.9312977099236641,0.061068702290076333,0.0916030534351145,0.09836065573770492,0.6666666666666666,0.5384615384615384,0.5454545454545454,0.47619047619047616,0.6086956521739131,0.6,0.7352941176470589
2015,New York Empire,Philadelphia Phoenix,2015-07-18,New York Empire_Philadelphia Phoenix_2015-07-18,20,20,341,21,24,317,317,20,3,16,0,0,0,17,22,22,22,11,9,1,9,35,4,13,20,39,44,0.9296187683284457,0.06158357771260997,0.05865102639296188,0.06309148264984227,0.6470588235294118,0.4090909090909091,0.45454545454545453,0.5,0.4090909090909091,0.5555555555555556,0.6285714285714286
2015,New York Empire,Rochester Dragons,2015-05-30,New York Empire_Rochester Dragons_2015-05-30,27,24,316,21,22,294,294,27,1,14,0,0,0,18,27,29,23,15,12,1,12,37,3,13,27,47,50,0.930379746835443,0.06645569620253164,0.08544303797468354,0.09183673469387756,0.8333333333333334,0.41379310344827586,0.54,0.5555555555555556,0.5217391304347826,0.75,0.6486486486486487
2015,New York Empire,Rochester Dragons,2015-07-03,New York Empire_Rochester Dragons_2015-07-03,25,23,267,19,23,245,245,25,3,19,1,0,0,21,31,26,18,15,10,1,15,34,4,15,25,47,49,0.9176029962546817,0.07116104868913857,0.09363295880149813,0.10204081632653061,0.7142857142857143,0.38461538461538464,0.5102040816326531,0.4838709677419355,0.5555555555555556,0.7333333333333334,0.5588235294117647
2015,New York Empire,Toronto Rush,2015-05-09,New York Empire_Toronto Rush_2015-05-09,25,22,226,22,23,203,203,25,1,9,0,0,0,30,37,27,11,18,7,1,18,31,10,18,25,57,48,0.8982300884955752,0.09734513274336283,0.11061946902654868,0.12315270935960591,0.6,0.25925925925925924,0.5208333333333334,0.4864864864864865,0.6363636363636364,0.4444444444444444,0.4193548387096774
2015,New York Empire,Toronto Rush,2015-06-06,New York Empire_Toronto Rush_2015-06-06,16,16,206,21,24,183,183,16,2,9,1,0,0,18,24,18,16,12,4,1,11,30,5,13,16,36,40,0.8883495145631068,0.10194174757281553,0.07766990291262135,0.08743169398907104,0.6666666666666666,0.2222222222222222,0.4,0.5,0.25,0.5454545454545454,0.5666666666666667
2015,New York Empire,Toronto Rush,2015-07-25,New York Empire_Toronto Rush_2015-07-25,19,14,242,35,37,206,206,19,1,7,1,0,0,27,39,21,17,13,6,1,25,32,13,12,19,48,56,0.8512396694214877,0.1446280991735537,0.07851239669421488,0.09223300970873786,0.48148148148148145,0.2857142857142857,0.3392857142857143,0.3333333333333333,0.35294117647058826,0.48,0.625
2015,Ottawa Outlaws,DC Breeze,2015-04-18,Ottawa Outlaws_DC Breeze_2015-04-18,19,19,347,16,27,321,321,19,10,10,1,0,0,25,34,18,13,14,5,1,19,26,10,13,19,43,47,0.9250720461095101,0.04610951008645533,0.05475504322766571,0.059190031152647975,0.56,0.2777777777777778,0.40425531914893614,0.4117647058823529,0.38461538461538464,0.4736842105263158,0.5
2015,Ottawa Outlaws,DC Breeze,2015-07-04,Ottawa Outlaws_DC Breeze_2015-07-04,25,24,309,18,22,287,287,25,4,9,0,0,0,27,33,27,14,18,7,1,14,34,8,18,25,54,47,0.9288025889967637,0.05825242718446602,0.08090614886731391,0.08710801393728224,0.6666666666666666,0.25925925925925924,0.5319148936170213,0.5454545454545454,0.5,0.4285714285714286,0.47058823529411764
2015,Ottawa Outlaws,Montreal Royal,2015-05-16,Ottawa Outlaws_Montreal Royal_2015-05-16,25,22,354,20,24,330,330,25,4,11,0,0,1,25,32,27,18,18,7,1,13,38,4,19,25,52,50,0.9322033898305084,0.05649717514124294,0.07062146892655367,0.07575757575757576,0.72,0.25925925925925924,0.5,0.5625,0.3888888888888889,0.6923076923076923,0.5
2015,Ottawa Outlaws,Montreal Royal,2015-06-13,Ottawa Outlaws_Montreal Royal_2015-06-13,33,28,244,20,21,223,223,33,1,17,0,0,0,23,29,33,25,19,14,1,10,44,3,19,33,56,54,0.9139344262295082,0.08196721311475409,0.13524590163934427,0.14798206278026907,0.8260869565217391,0.42424242424242425,0.6111111111111112,0.6551724137931034,0.56,0.7,0.5681818181818181
2015,Ottawa Outlaws,Montreal Royal,2015-06-27,Ottawa Outlaws_Montreal Royal_2015-06-27,29,27,354,14,20,335,335,29,5,12,1,0,0,27,36,31,15,21,8,1,14,36,5,20,29,58,51,0.9463276836158192,0.03954802259887006,0.08192090395480225,0.08656716417910448,0.7777777777777778,0.25806451612903225,0.5686274509803921,0.5833333333333334,0.5333333333333333,0.6428571428571428,0.4444444444444444
2015,Ottawa Outlaws,New York Empire,2015-05-03,Ottawa Outlaws_New York Empire_2015-05-03,17,16,357,22,26,331,331,17,4,7,0,0,0,25,32,19,12,13,4,1,19,26,11,13,17,44,44,0.927170868347339,0.06162464985994398,0.047619047619047616,0.0513595166163142,0.52,0.21052631578947367,0.38636363636363635,0.40625,0.3333333333333333,0.42105263157894735,0.5
2015,Ottawa Outlaws,New York Empire,2015-05-24,Ottawa Outlaws_New York Empire_2015-05-24,17,16,270,24,32,238,238,17,8,15,0,0,0,23,37,18,12,12,5,1,25,25,11,11,17,41,49,0.8814814814814815,0.08888888888888889,0.06296296296296296,0.07142857142857142,0.5217391304347826,0.2777777777777778,0.3469387755102041,0.32432432432432434,0.4166666666666667,0.56,0.56
2015,Ottawa Outlaws,Philadelphia Phoenix,2015-04-19,Ottawa Outlaws_Philadelphia Phoenix_2015-04-19,18,18,288,29,35,253,253,18,6,18,0,0,0,17,36,18,17,11,7,1,24,28,5,10,18,35,53,0.8784722222222222,0.10069444444444445,0.0625,0.07114624505928854,0.6470588235294118,0.3888888888888889,0.33962264150943394,0.3055555555555556,0.4117647058823529,0.7916666666666666,0.6428571428571428
2015,Ottawa Outlaws,Philadelphia Phoenix,2015-05-30,Ottawa Outlaws_Philadelphia Phoenix_2015-05-30,28,24,252,16,24,229,229,28,7,15,1,0,0,20,25,28,28,15,13,1,10,42,4,14,28,48,53,0.9087301587301587,0.06349206349206349,0.1111111111111111,0.1222707423580786,0.75,0.4642857142857143,0.5283018867924528,0.6,0.4642857142857143,0.6,0.6666666666666667
2015,Ottawa Outlaws,Rochester Dragons,2015-05-02,Ottawa Outlaws_Rochester Dragons_2015-05-02,24,1,44,14,20,25,25,24,5,12,1,0,0,19,23,26,21,14,10,1,8,37,4,14,24,45,44,0.5681818181818182,0.3181818181818182,0.5454545454545454,0.96,0.7368421052631579,0.38461538461538464,0.5454545454545454,0.6086956521739131,0.47619047619047616,0.5,0.6216216216216216
2015,Ottawa Outlaws,Rochester Dragons,2015-06-07,Ottawa Outlaws_Rochester Dragons_2015-06-07,27,23,299,14,21,279,279,27,6,13,1,0,0,18,27,28,22,14,13,1,13,36,4,14,27,46,49,0.9331103678929766,0.046822742474916385,0.0903010033444816,0.0967741935483871,0.7777777777777778,0.4642857142857143,0.5510204081632653,0.5185185185185185,0.5909090909090909,0.6923076923076923,0.6111111111111112
2015,Ottawa Outlaws,Toronto Rush,2015-04-25,Ottawa Outlaws_Toronto Rush_2015-04-25,19,19,287,23,27,260,260,19,4,7,0,0,0,25,33,20,14,15,4,1,16,30,8,15,19,45,47,0.9059233449477352,0.08013937282229965,0.06620209059233449,0.07307692307692308,0.6,0.2,0.40425531914893614,0.45454545454545453,0.2857142857142857,0.5,0.5
2015,Ottawa Outlaws,Toronto Rush,2015-07-18,Ottawa Outlaws_Toronto Rush_2015-07-18,26,23,280,18,22,259,259,26,3,10,1,0,0,31,41,27,9,23,3,1,16,33,6,24,26,58,50,0.925,0.06428571428571428,0.09285714285714286,0.10038610038610038,0.7419354838709677,0.1111111111111111,0.52,0.5609756097560976,0.3333333333333333,0.625,0.2727272727272727
2015,Ottawa Outlaws,Toronto Rush,2015-07-19,Ottawa Outlaws_Toronto Rush_2015-07-19,19,18,221,31,35,187,187,19,3,6,1,0,0,27,42,21,14,12,7,1,28,28,12,13,19,48,56,0.8461538461538461,0.14027149321266968,0.08597285067873303,0.10160427807486631,0.4444444444444444,0.3333333333333333,0.3392857142857143,0.2857142857142857,0.5,0.5714285714285714,0.5357142857142857
2015,Philadelphia Phoenix,DC Breeze,2015-05-09,Philadelphia Phoenix_DC Breeze_2015-05-09,29,28,355,24,27,328,328,29,3,15,0,0,0,32,38,30,18,22,7,1,14,41,7,23,29,62,56,0.923943661971831,0.0676056338028169,0.08169014084507042,0.08841463414634146,0.6875,0.23333333333333334,0.5178571428571429,0.5789473684210527,0.3888888888888889,0.5,0.4390243902439024
2015,Philadelphia Phoenix,DC Breeze,2015-06-06,Philadelphia Phoenix_DC Breeze_2015-06-06,20,19,337,29,31,306,306,20,2,12,0,0,0,27,34,21,17,14,6,1,20,32,12,14,20,48,51,0.9080118694362018,0.08605341246290801,0.05934718100890208,0.06535947712418301,0.5185185185185185,0.2857142857142857,0.39215686274509803,0.4117647058823529,0.35294117647058826,0.4,0.5625
2015,Philadelphia Phoenix,DC Breeze,2015-07-10,Philadelphia Phoenix_DC Breeze_2015-07-10,12,4,90,25,34,56,56,12,9,8,0,0,0,29,37,13,9,11,1,1,25,21,16,11,12,42,46,0.6222222222222222,0.2777777777777778,0.13333333333333333,0.21428571428571427,0.3793103448275862,0.07692307692307693,0.2608695652173913,0.2972972972972973,0.1111111111111111,0.36,0.47619047619047616
2015,Philadelphia Phoenix,Montreal Royal,2015-05-02,Philadelphia Phoenix_Montreal Royal_2015-05-02,18,17,306,28,30,276,276,18,2,9,0,0,0,25,32,19,16,15,3,1,16,32,7,16,18,44,48,0.9019607843137255,0.0915032679738562,0.058823529411764705,0.06521739130434782,0.6,0.15789473684210525,0.375,0.46875,0.1875,0.5625,0.5
2015,Philadelphia Phoenix,Montreal Royal,2015-05-31,Philadelphia Phoenix_Montreal Royal_2015-05-31,16,15,295,35,39,256,256,16,4,15,0,0,0,27,40,18,15,9,7,1,29,26,14,11,16,45,55,0.8677966101694915,0.11864406779661017,0.05423728813559322,0.0625,0.3333333333333333,0.3888888888888889,0.2909090909090909,0.225,0.4666666666666667,0.5172413793103448,0.5769230769230769
2015,Philadelphia Phoenix,New York Empire,2015-04-25,Philadelphia Phoenix_New York Empire_2015-04-25,17,16,294,17,28,266,266,17,11,13,0,0,0,27,39,19,7,12,5,1,26,21,14,13,17,46,46,0.9047619047619048,0.05782312925170068,0.05782312925170068,0.06390977443609022,0.4444444444444444,0.2631578947368421,0.3695652173913043,0.3076923076923077,0.7142857142857143,0.46153846153846156,0.38095238095238093
2015,Philadelphia Phoenix,New York Empire,2015-06-28,Philadelphia Phoenix_New York Empire_2015-06-28,13,13,274,21,30,244,244,13,9,7,0,0,0,25,33,15,10,9,4,1,22,21,14,10,13,40,43,0.8905109489051095,0.07664233576642336,0.04744525547445255,0.05327868852459016,0.36,0.26666666666666666,0.3023255813953488,0.2727272727272727,0.4,0.36363636363636365,0.5238095238095238
2015,Philadelphia Phoenix,New York Empire,2015-07-18,Philadelphia Phoenix_New York Empire_2015-07-18,17,16,257,26,27,230,230,17,1,13,0,0,0,22,35,17,9,13,4,1,22,22,9,11,17,39,44,0.8949416342412452,0.10116731517509728,0.06614785992217899,0.07391304347826087,0.5909090909090909,0.23529411764705882,0.38636363636363635,0.37142857142857144,0.4444444444444444,0.5909090909090908,0.5
2015,Philadelphia Phoenix,Ottawa Outlaws,2015-04-19,Philadelphia Phoenix_Ottawa Outlaws_2015-04-19,15,15,233,36,40,193,193,15,4,15,0,0,0,18,28,17,27,10,5,1,17,38,7,11,15,35,55,0.8283261802575107,0.15450643776824036,0.06437768240343347,0.07772020725388601,0.5555555555555556,0.29411764705882354,0.2727272727272727,0.35714285714285715,0.18518518518518517,0.5882352941176471,0.7105263157894737
2015,Philadelphia Phoenix,Ottawa Outlaws,2015-05-30,Philadelphia Phoenix_Ottawa Outlaws_2015-05-30,18,15,268,32,36,232,232,18,4,14,0,0,0,29,44,20,10,14,4,1,29,26,14,14,18,49,54,0.8656716417910447,0.11940298507462686,0.06716417910447761,0.07758620689655173,0.4827586206896552,0.2,0.3333333333333333,0.3181818181818182,0.4,0.5172413793103448,0.46153846153846156
