year,team,opponent,date,game,Assists,Hockey Assists,Throws,Throwaways,Turnovers,Completions,Catches,Goals,Drops,Blocks,Stalls,Callahans,Callahans Thrown,O Points Played,O Possessions Played,D Points Played,D Possessions Played,Holds,Breaks,Games Played,Opponent Possessions Played (O-Line),Opponent Possessions Played (D-Line),O Points Lost,D Points Lost,Points Won,Points Played,Possessions Played,Completion Rate,Throwaway Rate,Assist Rate,Goal Rate,Hold Rate,Break Rate,Scoring Efficiency,O-line Scoring Efficiency,D-line Scoring Efficiency,O-line Takeaway Efficiency,D-line Takeaway Efficiency
2016,San Diego Growlers,San Francisco FlameThrowers,2016-06-26,San Diego Growlers_San Francisco FlameThrowers_2016-06-26,25,24,282,23,26,256,256,25,3,11,0,0,0,30,36,27,15,20,5,1,15,36,9,20,25,57,51,0.9078014184397163,0.08156028368794327,0.08865248226950355,0.09765625,0.6666666666666666,0.18518518518518517,0.49019607843137253,0.5555555555555556,0.3333333333333333,0.4,0.4444444444444444
2016,San Diego Growlers,San Jose Spiders,2016-06-05,San Diego Growlers_San Jose Spiders_2016-06-05,22,19,259,23,24,235,235,22,1,8,0,0,0,26,34,24,13,14,8,1,18,29,10,16,22,50,47,0.9073359073359073,0.0888030888030888,0.08494208494208494,0.09361702127659574,0.5384615384615384,0.3333333333333333,0.46808510638297873,0.4117647058823529,0.6153846153846154,0.4444444444444444,0.4482758620689655
2016,San Diego Growlers,San Jose Spiders,2016-06-25,San Diego Growlers_San Jose Spiders_2016-06-25,20,20,260,24,29,231,231,21,5,12,0,1,0,26,39,23,11,14,6,1,22,28,8,16,20,49,50,0.8884615384615384,0.09230769230769231,0.07692307692307693,0.09090909090909091,0.5384615384615384,0.2608695652173913,0.4,0.358974358974359,0.5454545454545454,0.6363636363636364,0.4285714285714286
2016,San Diego Growlers,San Jose Spiders,2016-07-02,San Diego Growlers_San Jose Spiders_2016-07-02,32,32,364,13,15,349,349,32,2,18,0,0,0,22,30,34,19,20,12,1,10,39,2,19,32,56,49,0.9587912087912088,0.03571428571428571,0.08791208791208792,0.09169054441260745,0.9090909090909091,0.35294117647058826,0.6530612244897959,0.6666666666666666,0.631578947368421,0.8,0.5128205128205128
2016,San Diego Growlers,Seattle Cascades,2016-04-30,San Diego Growlers_Seattle Cascades_2016-04-30,17,17,325,19,27,298,298,17,8,6,0,0,0,27,35,17,9,16,1,1,18,25,10,15,17,44,44,0.916923076923077,0.05846153846153846,0.052307692307692305,0.05704697986577181,0.5925925925925926,0.058823529411764705,0.38636363636363635,0.45714285714285713,0.1111111111111111,0.4444444444444444,0.4
2016,San Diego Growlers,Seattle Cascades,2016-05-06,San Diego Growlers_Seattle Cascades_2016-05-06,19,18,334,19,21,313,313,19,2,8,0,0,0,25,32,21,10,14,5,1,16,26,9,14,19,46,42,0.937125748502994,0.05688622754491018,0.05688622754491018,0.06070287539936102,0.56,0.23809523809523808,0.4523809523809524,0.4375,0.5,0.4375,0.46153846153846156
2016,San Diego Growlers,Vancouver Riptide,2016-05-07,San Diego Growlers_Vancouver Riptide_2016-05-07,19,19,305,22,23,283,283,19,0,11,1,0,0,29,37,21,6,18,1,1,18,26,9,18,19,50,43,0.9278688524590164,0.07213114754098361,0.06229508196721312,0.06713780918727916,0.6206896551724138,0.047619047619047616,0.4418604651162791,0.4864864864864865,0.16666666666666666,0.5,0.3076923076923077
2016,San Diego Growlers,Vancouver Riptide,2016-06-19,San Diego Growlers_Vancouver Riptide_2016-06-19,23,23,312,25,32,280,280,23,7,14,0,0,0,27,38,25,18,15,8,1,21,34,10,15,23,52,56,0.8974358974358975,0.08012820512820513,0.07371794871794872,0.08214285714285714,0.5555555555555556,0.32,0.4107142857142857,0.39473684210526316,0.4444444444444444,0.5238095238095238,0.5588235294117647
2016,San Francisco FlameThrowers,Los Angeles Aviators,2016-04-03,San Francisco FlameThrowers_Los Angeles Aviators_2016-04-03,19,17,305,33,34,271,271,19,1,19,0,0,0,19,32,20,22,10,9,1,21,33,7,9,19,39,54,0.8885245901639345,0.10819672131147541,0.06229508196721312,0.07011070110701106,0.5263157894736842,0.45,0.35185185185185186,0.3125,0.4090909090909091,0.6666666666666667,0.7272727272727273
2016,San Francisco FlameThrowers,Los Angeles Aviators,2016-06-12,San Francisco FlameThrowers_Los Angeles Aviators_2016-06-12,22,22,274,23,27,247,247,22,4,7,0,0,0,28,36,22,14,15,7,1,20,29,12,15,22,50,50,0.9014598540145985,0.08394160583941605,0.08029197080291971,0.08906882591093117,0.5357142857142857,0.3181818181818182,0.44,0.4166666666666667,0.5,0.4,0.48275862068965514
2016,San Francisco FlameThrowers,San Diego Growlers,2016-04-02,San Francisco FlameThrowers_San Diego Growlers_2016-04-02,25,23,344,21,23,321,321,25,2,15,0,0,0,26,39,25,11,18,7,1,19,29,6,17,25,51,50,0.9331395348837209,0.061046511627906974,0.07267441860465117,0.0778816199376947,0.6923076923076923,0.28,0.5,0.46153846153846156,0.6363636363636364,0.6842105263157895,0.4137931034482759
2016,San Francisco FlameThrowers,San Diego Growlers,2016-04-23,San Francisco FlameThrowers_San Diego Growlers_2016-04-23,31,29,305,17,22,283,283,31,5,23,0,0,0,16,24,33,29,13,18,1,11,41,2,12,31,49,53,0.9278688524590164,0.05573770491803279,0.10163934426229508,0.10954063604240283,0.8125,0.5454545454545454,0.5849056603773585,0.5416666666666666,0.6206896551724138,0.8181818181818181,0.7073170731707317
2016,San Francisco FlameThrowers,San Diego Growlers,2016-06-26,San Francisco FlameThrowers_San Diego Growlers_2016-06-26,29,29,306,19,21,285,285,29,2,13,0,0,0,27,36,30,16,20,9,1,15,36,5,20,29,57,52,0.9313725490196079,0.06209150326797386,0.09477124183006536,0.10175438596491228,0.7407407407407407,0.3,0.5576923076923077,0.5555555555555556,0.5625,0.6666666666666667,0.4444444444444444
2016,San Francisco FlameThrowers,San Jose Spiders,2016-04-16,San Francisco FlameThrowers_San Jose Spiders_2016-04-16,32,29,294,18,24,272,272,32,4,21,2,0,0,28,39,34,17,22,10,1,17,41,5,22,32,62,56,0.9251700680272109,0.061224489795918366,0.10884353741496598,0.11764705882352941,0.7857142857142857,0.29411764705882354,0.5714285714285714,0.5641025641025641,0.5882352941176471,0.7058823529411764,0.46341463414634143
2016,San Francisco FlameThrowers,San Jose Spiders,2016-05-06,San Francisco FlameThrowers_San Jose Spiders_2016-05-06,32,31,310,13,16,294,294,32,3,14,0,0,0,27,30,32,20,22,10,1,8,40,5,20,32,59,50,0.9483870967741935,0.041935483870967745,0.1032258064516129,0.10884353741496598,0.8148148148148148,0.3125,0.64,0.7333333333333333,0.5,0.375,0.5
2016,San Francisco FlameThrowers,San Jose Spiders,2016-06-18,San Francisco FlameThrowers_San Jose Spiders_2016-06-18,25,25,308,18,19,289,289,25,1,9,0,0,0,26,32,27,13,18,7,1,13,32,7,17,25,53,45,0.9383116883116883,0.05844155844155844,0.08116883116883117,0.08650519031141868,0.6923076923076923,0.25925925925925924,0.5555555555555556,0.5625,0.5384615384615384,0.46153846153846156,0.46875
2016,San Francisco FlameThrowers,San Jose Spiders,2016-07-09,San Francisco FlameThrowers_San Jose Spiders_2016-07-09,27,27,374,22,27,348,348,27,4,14,1,0,0,21,26,29,30,15,12,1,10,46,5,15,27,50,56,0.93048128342246,0.058823529411764705,0.07219251336898395,0.07758620689655173,0.7142857142857143,0.41379310344827586,0.48214285714285715,0.5769230769230769,0.4,0.5,0.6739130434782609
2016,San Francisco FlameThrowers,Seattle Cascades,2016-04-09,San Francisco FlameThrowers_Seattle Cascades_2016-04-09,27,26,245,17,20,225,225,27,3,11,0,0,0,20,24,29,25,15,12,1,8,40,4,14,27,49,49,0.9183673469387755,0.06938775510204082,0.11020408163265306,0.12,0.75,0.41379310344827586,0.5510204081632653,0.625,0.48,0.5,0.65
2016,San Francisco FlameThrowers,Seattle Cascades,2016-06-05,San Francisco FlameThrowers_Seattle Cascades_2016-06-05,25,22,256,25,27,229,229,25,2,11,0,0,0,28,38,26,14,19,6,1,18,34,8,20,25,54,52,0.89453125,0.09765625,0.09765625,0.1091703056768559,0.6785714285714286,0.23076923076923078,0.4807692307692308,0.5,0.42857142857142855,0.5555555555555556,0.4117647058823529
2016,San Francisco FlameThrowers,Seattle Cascades,2016-07-17,San Francisco FlameThrowers_Seattle Cascades_2016-07-17,17,16,255,31,33,222,222,17,2,14,0,0,0,24,34,18,17,13,4,1,20,30,10,13,17,42,51,0.8705882352941177,0.12156862745098039,0.06666666666666667,0.07657657657657657,0.5416666666666666,0.2222222222222222,0.3333333333333333,0.38235294117647056,0.23529411764705882,0.5,0.5666666666666667
2016,San Francisco FlameThrowers,Vancouver Riptide,2016-05-14,San Francisco FlameThrowers_Vancouver Riptide_2016-05-14,22,22,271,23,23,248,248,22,0,14,0,0,0,19,26,23,19,14,8,1,12,33,4,14,22,42,45,0.915129151291513,0.08487084870848709,0.08118081180811808,0.08870967741935484,0.7368421052631579,0.34782608695652173,0.4888888888888889,0.5384615384615384,0.42105263157894735,0.6666666666666667,0.5757575757575757
2016,San Francisco FlameThrowers,Vancouver Riptide,2016-05-28,San Francisco FlameThrowers_Vancouver Riptide_2016-05-28,30,28,276,20,22,254,254,30,2,17,0,0,0,29,39,32,14,25,5,1,14,40,3,24,30,61,53,0.9202898550724637,0.07246376811594203,0.10869565217391304,0.11811023622047244,0.8620689655172413,0.15625,0.5660377358490566,0.6410256410256411,0.35714285714285715,0.7857142857142857,0.4
2016,San Francisco FlameThrowers,Vancouver Riptide,2016-06-03,San Francisco FlameThrowers_Vancouver Riptide_2016-06-03,27,23,280,17,22,259,259,27,4,11,1,0,0,30,35,28,17,19,8,1,14,37,9,19,27,58,52,0.925,0.060714285714285714,0.09642857142857143,0.10424710424710425,0.6333333333333333,0.2857142857142857,0.5192307692307693,0.5428571428571428,0.47058823529411764,0.3571428571428571,0.4864864864864865
2016,San Jose Spiders,Los Angeles Aviators,2016-06-04,San Jose Spiders_Los Angeles Aviators_2016-06-04,24,23,295,17,19,276,276,24,2,10,0,0,0,29,36,25,10,18,6,1,15,29,8,19,24,54,46,0.9355932203389831,0.0576271186440678,0.08135593220338982,0.08695652173913043,0.6206896551724138,0.24,0.5217391304347826,0.5,0.6,0.4666666666666667,0.3448275862068966
2016,San Jose Spiders,Los Angeles Aviators,2016-06-11,San Jose Spiders_Los Angeles Aviators_2016-06-11,27,24,331,18,22,311,311,27,2,15,2,0,1,26,33,29,16,18,9,1,14,34,7,17,27,55,49,0.9395770392749244,0.054380664652567974,0.08157099697885196,0.08681672025723473,0.6923076923076923,0.3103448275862069,0.5510204081632653,0.5454545454545454,0.5625,0.5,0.5
2016,San Jose Spiders,San Diego Growlers,2016-06-05,San Jose Spiders_San Diego Growlers_2016-06-05,26,23,333,17,21,313,313,26,3,14,1,0,0,24,29,27,19,16,10,1,13,34,8,14,26,51,48,0.93993993993994,0.05105105105105105,0.07807807807807808,0.08306709265175719,0.6666666666666666,0.37037037037037035,0.5416666666666666,0.5517241379310345,0.5263157894736842,0.3846153846153846,0.5882352941176471
2016,San Jose Spiders,San Diego Growlers,2016-06-25,San Jose Spiders_San Diego Growlers_2016-06-25,24,23,256,22,25,232,232,24,2,14,1,0,1,23,28,26,23,16,8,1,11,39,6,14,24,49,51,0.90625,0.0859375,0.09375,0.10344827586206896,0.6956521739130435,0.3076923076923077,0.47058823529411764,0.5714285714285714,0.34782608695652173,0.4545454545454546,0.641025641025641
2016,San Jose Spiders,San Diego Growlers,2016-07-02,San Jose Spiders_San Diego Growlers_2016-07-02,21,21,269,22,26,243,243,21,4,11,0,0,0,34,38,22,10,19,2,1,18,30,12,20,21,56,48,0.9033457249070632,0.08178438661710037,0.07806691449814127,0.08641975308641975,0.5588235294117647,0.09090909090909091,0.4375,0.5,0.2,0.33333333333333337,0.33333333333333337
2016,San Jose Spiders,San Francisco FlameThrowers,2016-04-16,San Jose Spiders_San Francisco FlameThrowers_2016-04-16,27,24,319,23,27,292,292,27,4,12,0,0,0,34,40,29,17,22,5,1,17,40,10,22,27,63,57,0.9153605015673981,0.07210031347962383,0.08463949843260188,0.09246575342465753,0.6470588235294118,0.1724137931034483,0.47368421052631576,0.55,0.29411764705882354,0.4117647058823529,0.44999999999999996
2016,San Jose Spiders,San Francisco FlameThrowers,2016-05-06,San Jose Spiders_San Francisco FlameThrowers_2016-05-06,25,24,266,21,23,243,243,25,2,9,0,0,0,32,40,27,8,20,5,1,18,30,10,22,25,59,48,0.9135338345864662,0.07894736842105263,0.09398496240601503,0.102880658436214,0.625,0.18518518518518517,0.5208333333333334,0.5,0.625,0.4444444444444444,0.2666666666666667
2016,San Jose Spiders,San Francisco FlameThrowers,2016-06-18,San Jose Spiders_San Francisco FlameThrowers_2016-06-18,24,23,269,15,19,252,252,24,2,12,2,0,0,26,31,26,13,17,7,1,13,31,7,18,24,52,44,0.9368029739776952,0.055762081784386616,0.08921933085501858,0.09523809523809523,0.6538461538461539,0.2692307692307692,0.5454545454545454,0.5483870967741935,0.5384615384615384,0.46153846153846156,0.4193548387096774
2016,San Jose Spiders,San Francisco FlameThrowers,2016-07-09,San Jose Spiders_San Francisco FlameThrowers_2016-07-09,20,16,201,28,35,167,167,20,6,17,1,0,0,29,46,21,10,15,5,1,30,26,12,15,20,50,56,0.8308457711442786,0.13930348258706468,0.09950248756218906,0.11976047904191617,0.5172413793103449,0.23809523809523808,0.35714285714285715,0.32608695652173914,0.5,0.6,0.42307692307692313
2016,San Jose Spiders,Seattle Cascades,2016-04-08,San Jose Spiders_Seattle Cascades_2016-04-08,26,24,275,12,18,257,257,26,6,11,0,0,0,26,32,27,13,18,8,1,14,32,7,18,26,53,45,0.9345454545454546,0.04363636363636364,0.09454545454545454,0.10116731517509728,0.6923076923076923,0.2962962962962963,0.5777777777777777,0.5625,0.6153846153846154,0.5,0.4375
2016,San Jose Spiders,Seattle Cascades,2016-05-14,San Jose Spiders_Seattle Cascades_2016-05-14,26,23,225,21,28,201,201,26,3,14,4,0,0,28,37,28,17,19,7,1,17,38,8,19,26,56,54,0.8933333333333333,0.09333333333333334,0.11555555555555555,0.12935323383084577,0.6785714285714286,0.25,0.48148148148148145,0.5135135135135135,0.4117647058823529,0.5294117647058824,0.5
2016,San Jose Spiders,Seattle Cascades,2016-05-20,San Jose Spiders_Seattle Cascades_2016-05-20,17,16,252,29,30,222,222,17,1,12,0,0,0,29,37,18,11,13,4,1,23,25,15,12,17,47,48,0.8809523809523809,0.11507936507936507,0.06746031746031746,0.07657657657657657,0.4482758620689655,0.2222222222222222,0.3541666666666667,0.35135135135135137,0.36363636363636365,0.34782608695652173,0.52
2016,San Jose Spiders,Vancouver Riptide,2016-05-21,San Jose Spiders_Vancouver Riptide_2016-05-21,20,17,247,27,29,218,218,20,2,15,0,0,0,24,38,21,12,17,3,1,20,28,6,16,20,45,50,0.8825910931174089,0.10931174089068826,0.08097165991902834,0.09174311926605505,0.7083333333333334,0.14285714285714285,0.4,0.4473684210526316,0.25,0.7,0.4285714285714286
2016,San Jose Spiders,Vancouver Riptide,2016-05-29,San Jose Spiders_Vancouver Riptide_2016-05-29,27,23,298,18,20,279,279,27,1,13,1,0,0,19,24,28,24,15,12,1,9,40,3,14,27,47,48,0.9362416107382551,0.06040268456375839,0.09060402684563758,0.0967741935483871,0.7894736842105263,0.42857142857142855,0.5625,0.625,0.5,0.6666666666666667,0.65
2016,Seattle Cascades,Los Angeles Aviators,2016-05-01,Seattle Cascades_Los Angeles Aviators_2016-05-01,27,27,277,19,21,256,256,27,2,12,0,0,0,18,28,27,21,15,12,1,13,35,3,14,27,45,49,0.924187725631769,0.06859205776173286,0.09747292418772563,0.10546875,0.8333333333333334,0.4444444444444444,0.5510204081632653,0.5357142857142857,0.5714285714285714,0.7692307692307692,0.6
2016,Seattle Cascades,Los Angeles Aviators,2016-05-31,Seattle Cascades_Los Angeles Aviators_2016-05-31,27,0,45,16,18,27,27,27,2,11,0,0,0,26,31,29,14,19,8,1,12,35,7,19,27,55,45,0.6,0.35555555555555557,0.6,1.0,0.7307692307692307,0.27586206896551724,0.6,0.6129032258064516,0.5714285714285714,0.41666666666666663,0.4571428571428572
2016,Seattle Cascades,Los Angeles Aviators,2016-07-07,Seattle Cascades_Los Angeles Aviators_2016-07-07,16,0,50,30,34,16,16,16,4,12,0,0,0,24,39,18,11,11,5,1,26,24,10,12,16,42,50,0.32,0.6,0.32,1.0,0.4583333333333333,0.2777777777777778,0.32,0.28205128205128205,0.45454545454545453,0.6153846153846154,0.5
2016,Seattle Cascades,Los Angeles Aviators,2016-07-16,Seattle Cascades_Los Angeles Aviators_2016-07-16,31,29,264,10,12,252,252,31,2,11,0,0,0,24,25,33,19,18,13,1,6,39,5,18,31,57,44,0.9545454545454546,0.03787878787878788,0.11742424242424243,0.12301587301587301,0.75,0.3939393939393939,0.7045454545454546,0.72,0.6842105263157895,0.16666666666666663,0.5384615384615384
2016,Seattle Cascades,San Diego Growlers,2016-04-30,Seattle Cascades_San Diego Growlers_2016-04-30,25,25,238,16,18,220,220,25,2,11,0,0,0,17,25,27,18,15,10,1,9,34,1,15,25,44,43,0.9243697478991597,0.06722689075630252,0.10504201680672269,0.11363636363636363,0.8823529411764706,0.37037037037037035,0.5813953488372093,0.6,0.5555555555555556,0.8888888888888888,0.5588235294117647
2016,Seattle Cascades,San Diego Growlers,2016-05-06,Seattle Cascades_San Diego Growlers_2016-05-06,23,0,41,16,18,23,23,23,2,13,0,0,0,20,25,25,16,14,9,1,10,32,5,14,23,45,41,0.5609756097560976,0.3902439024390244,0.5609756097560976,1.0,0.7,0.36,0.5609756097560976,0.56,0.5625,0.5,0.5625
2016,Seattle Cascades,San Francisco FlameThrowers,2016-04-09,Seattle Cascades_San Francisco FlameThrowers_2016-04-09,18,15,257,24,28,229,229,18,4,7,0,0,0,29,40,20,7,14,4,1,25,23,12,15,18,49,47,0.8910505836575876,0.0933852140077821,0.07003891050583658,0.07860262008733625,0.4827586206896552,0.2,0.3829787234042553,0.35,0.5714285714285714,0.52,0.34782608695652173
2016,Seattle Cascades,San Francisco FlameThrowers,2016-06-05,Seattle Cascades_San Francisco FlameThrowers_2016-06-05,28,0,51,16,23,28,28,28,7,15,0,0,0,26,35,29,16,20,8,1,15,37,6,19,28,55,51,0.5490196078431373,0.3137254901960784,0.5490196078431373,1.0,0.7692307692307693,0.27586206896551724,0.5490196078431373,0.5714285714285714,0.5,0.6,0.4864864864864865
2016,Seattle Cascades,San Francisco FlameThrowers,2016-07-17,Seattle Cascades_San Francisco FlameThrowers_2016-07-17,23,22,296,24,29,267,267,23,5,24,0,0,0,18,31,25,22,12,11,1,19,36,5,12,23,43,53,0.902027027027027,0.08108108108108109,0.0777027027027027,0.08614232209737828,0.6666666666666666,0.44,0.4339622641509434,0.3870967741935484,0.5,0.736842105263158,0.6666666666666667
2016,Seattle Cascades,San Jose Spiders,2016-04-08,Seattle Cascades_San Jose Spiders_2016-04-08,25,22,267,14,20,248,248,25,5,10,1,0,0,27,32,26,13,18,7,1,13,32,8,18,25,53,45,0.9288389513108615,0.052434456928838954,0.09363295880149813,0.10080645161290322,0.6666666666666666,0.2692307692307692,0.5555555555555556,0.5625,0.5384615384615384,0.3846153846153846,0.4375
2016,Seattle Cascades,San Jose Spiders,2016-05-14,Seattle Cascades_San Jose Spiders_2016-05-14,27,26,350,24,27,323,323,27,3,12,0,0,0,28,38,28,17,19,8,1,17,37,7,19,27,56,55,0.9228571428571428,0.06857142857142857,0.07714285714285714,0.08359133126934984,0.6785714285714286,0.2857142857142857,0.4909090909090909,0.5,0.47058823529411764,0.5882352941176471,0.4864864864864865
2016,Seattle Cascades,San Jose Spiders,2016-05-20,Seattle Cascades_San Jose Spiders_2016-05-20,27,1,46,14,18,28,28,27,4,19,0,0,0,17,22,29,23,12,15,1,9,37,4,13,27,46,45,0.6086956521739131,0.30434782608695654,0.5869565217391305,0.9642857142857143,0.7058823529411765,0.5172413793103449,0.6,0.5454545454545454,0.6521739130434783,0.5555555555555556,0.6486486486486487
2016,Seattle Cascades,Vancouver Riptide,2016-04-02,Seattle Cascades_Vancouver Riptide_2016-04-02,25,4,102,15,24,78,78,25,9,13,0,0,0,23,30,27,19,16,9,1,14,37,7,14,25,50,49,0.7647058823529411,0.14705882352941177,0.24509803921568626,0.32051282051282054,0.6956521739130435,0.3333333333333333,0.5102040816326531,0.5333333333333333,0.47368421052631576,0.5,0.6216216216216216
2016,Seattle Cascades,Vancouver Riptide,2016-04-16,Seattle Cascades_Vancouver Riptide_2016-04-16,24,24,289,22,25,264,264,24,3,5,0,0,0,36,44,25,6,20,4,1,22,27,14,20,24,61,50,0.9134948096885813,0.07612456747404844,0.08304498269896193,0.09090909090909091,0.5555555555555556,0.16,0.48,0.45454545454545453,0.6666666666666666,0.36363636363636365,0.2592592592592593
2016,Seattle Cascades,Vancouver Riptide,2016-06-11,Seattle Cascades_Vancouver Riptide_2016-06-11,24,23,265,20,20,245,245,24,0,6,0,0,0,27,32,26,12,17,7,1,14,31,9,18,24,53,44,0.9245283018867925,0.07547169811320754,0.09056603773584905,0.09795918367346938,0.6296296296296297,0.2692307692307692,0.5454545454545454,0.53125,0.5833333333333334,0.3571428571428571,0.4193548387096774
2016,Seattle Cascades,Vancouver Riptide,2016-07-09,Seattle Cascades_Vancouver Riptide_2016-07-09,31,0,54,22,23,31,31,31,1,9,0,0,0,28,33,32,21,21,10,1,12,41,7,20,31,60,54,0.5740740740740741,0.4074074074074074,0.5740740740740741,1.0,0.75,0.3125,0.5740740740740741,0.6363636363636364,0.47619047619047616,0.41666666666666663,0.5121951219512195
2016,Toronto Rush,DC Breeze,2016-04-23,Toronto Rush_DC Breeze_2016-04-23,25,24,318,17,26,292,292,25,9,15,0,0,0,26,32,27,21,18,7,1,12,41,6,18,25,53,53,0.9182389937106918,0.05345911949685535,0.07861635220125786,0.08561643835616438,0.6923076923076923,0.25925925925925924,0.4716981132075472,0.5625,0.3333333333333333,0.5,0.5609756097560976
2016,Toronto Rush,DC Breeze,2016-04-30,Toronto Rush_DC Breeze_2016-04-30,24,23,294,23,25,269,269,24,2,11,0,0,0,25,33,26,17,16,8,1,16,35,8,15,24,51,50,0.9149659863945578,0.0782312925170068,0.08163265306122448,0.08921933085501858,0.64,0.3076923076923077,0.48,0.48484848484848486,0.47058823529411764,0.5,0.5714285714285714
2016,Toronto Rush,DC Breeze,2016-06-04,Toronto Rush_DC Breeze_2016-06-04,23,22,296,17,21,275,275,23,4,8,0,0,0,29,34,25,11,19,4,1,15,30,9,19,23,54,45,0.9290540540540541,0.057432432432432436,0.0777027027027027,0.08363636363636363,0.6551724137931034,0.16,0.5111111111111111,0.5588235294117647,0.36363636363636365,0.4,0.3666666666666667
2016,Toronto Rush,DC Breeze,2016-07-23,Toronto Rush_DC Breeze_2016-07-23,23,23,285,24,32,253,253,23,8,20,0,0,0,22,32,26,23,14,9,1,18,39,8,13,23,48,55,0.887719298245614,0.08421052631578947,0.08070175438596491,0.09090909090909091,0.6363636363636364,0.34615384615384615,0.41818181818181815,0.4375,0.391304347826087,0.5555555555555556,0.6666666666666667
2016,Toronto Rush,Dallas Roughnecks,2016-08-06,Toronto Rush_Dallas Roughnecks_2016-08-06,20,18,246,28,32,214,214,20,4,12,0,0,0,28,40,21,12,16,4,1,22,29,10,17,20,49,52,0.8699186991869918,0.11382113821138211,0.08130081300813008,0.09345794392523364,0.5714285714285714,0.19047619047619047,0.38461538461538464,0.4,0.3333333333333333,0.5454545454545454,0.4137931034482759
2016,Toronto Rush,Montreal Royal,2016-05-09,Toronto Rush_Montreal Royal_2016-05-09,27,26,288,26,33,255,255,27,7,15,0,0,0,33,44,28,19,16,11,1,26,35,15,16,27,61,63,0.8854166666666666,0.09027777777777778,0.09375,0.10588235294117647,0.48484848484848486,0.39285714285714285,0.42857142857142855,0.36363636363636365,0.5789473684210527,0.42307692307692313,0.5428571428571429
2016,Toronto Rush,Montreal Royal,2016-05-29,Toronto Rush_Montreal Royal_2016-05-29,26,25,261,21,24,237,237,26,3,17,0,0,0,15,20,28,32,9,17,1,9,43,4,10,26,43,52,0.9080459770114943,0.08045977011494253,0.09961685823754789,0.10970464135021098,0.6,0.6071428571428571,0.5,0.45,0.53125,0.5555555555555556,0.7674418604651163
2016,Toronto Rush,Montreal Royal,2016-07-02,Toronto Rush_Montreal Royal_2016-07-02,29,28,251,10,14,237,237,29,4,15,0,0,0,20,21,31,23,17,12,1,2,42,0,18,29,51,44,0.9442231075697212,0.0398406374501992,0.11553784860557768,0.12236286919831224,0.85,0.3870967741935484,0.6590909090909091,0.8095238095238095,0.5217391304347826,1.0,0.5714285714285714
2016,Toronto Rush,New York Empire,2016-05-14,Toronto Rush_New York Empire_2016-05-14,22,22,264,28,34,230,230,22,6,16,0,0,0,16,34,23,23,14,8,1,20,37,2,12,22,39,57,0.8712121212121212,0.10606060606060606,0.08333333333333333,0.09565217391304348,0.875,0.34782608695652173,0.38596491228070173,0.4117647058823529,0.34782608695652173,0.9,0.6756756756756757
2016,Toronto Rush,New York Empire,2016-06-05,Toronto Rush_New York Empire_2016-06-05,27,24,277,17,20,257,257,27,3,15,0,0,0,23,29,29,19,15,12,1,11,36,5,16,27,52,48,0.927797833935018,0.061371841155234655,0.09747292418772563,0.10505836575875487,0.6521739130434783,0.41379310344827586,0.5625,0.5172413793103449,0.631578947368421,0.5454545454545454,0.5555555555555556
2016,Toronto Rush,New York Empire,2016-07-03,Toronto Rush_New York Empire_2016-07-03,22,20,285,15,18,268,268,22,2,16,1,0,0,22,25,24,17,12,10,1,13,30,8,12,22,46,42,0.9403508771929825,0.05263157894736842,0.07719298245614035,0.08208955223880597,0.5454545454545454,0.4166666666666667,0.5238095238095238,0.48,0.5882352941176471,0.3846153846153846,0.6
2016,Toronto Rush,Ottawa Outlaws,2016-05-01,Toronto Rush_Ottawa Outlaws_2016-05-01,32,32,249,12,21,228,228,32,9,20,0,0,0,17,20,34,34,15,17,1,4,50,1,14,32,51,54,0.9156626506024096,0.04819277108433735,0.1285140562248996,0.14035087719298245,0.8823529411764706,0.5,0.5925925925925926,0.75,0.5,0.75,0.72
2016,Toronto Rush,Ottawa Outlaws,2016-05-21,Toronto Rush_Ottawa Outlaws_2016-05-21,30,27,221,21,25,196,196,30,4,18,0,0,0,25,36,32,19,19,11,1,17,39,5,19,30,57,55,0.8868778280542986,0.09502262443438914,0.13574660633484162,0.15306122448979592,0.76,0.34375,0.5454545454545454,0.5277777777777778,0.5789473684210527,0.7058823529411764,0.5128205128205128
2016,Toronto Rush,Ottawa Outlaws,2016-05-28,Toronto Rush_Ottawa Outlaws_2016-05-28,35,30,242,16,21,221,221,35,5,18,0,0,0,21,32,35,24,20,15,1,12,43,1,19,35,56,56,0.9132231404958677,0.06611570247933884,0.1446280991735537,0.1583710407239819,0.9523809523809523,0.42857142857142855,0.625,0.625,0.625,0.9166666666666666,0.5581395348837209
2016,Toronto Rush,Philadelphia Phoenix,2016-04-24,Toronto Rush_Philadelphia Phoenix_2016-04-24,24,22,256,23,26,230,230,24,3,13,0,0,0,17,25,26,26,13,11,1,11,41,2,14,24,43,51,0.8984375,0.08984375,0.09375,0.10434782608695652,0.7647058823529411,0.4230769230769231,0.47058823529411764,0.52,0.4230769230769231,0.8181818181818181,0.6585365853658536
2016,Toronto Rush,Philadelphia Phoenix,2016-06-11,Toronto Rush_Philadelphia Phoenix_2016-06-11,27,22,254,15,22,233,233,28,6,24,1,1,0,8,15,29,35,8,19,1,7,45,0,6,27,37,50,0.9173228346456693,0.05905511811023622,0.1062992125984252,0.12017167381974249,1.0,0.6551724137931034,0.54,0.5333333333333333,0.5428571428571428,1.0,0.8666666666666667
