Teamname,Year,Games Played,Name,Points Lost,Points Lost (Defense),Points Lost (Offense),Points Played,Points Played (Defense),Points Played (Offense),Points Won,Points Won (Defense),Points Won (Offense),Possessions Played,Possessions Played (Defense),Possessions Played (Offense),Quarters Played,Goals,Goals (Offense),Goals (Defense),Catches,Drops,Assists,Assists (Offense),Assists (Defense),Hockey Assists,Hockey Assists (Offense),Hockey Assists (Defense),Throws,Completions,Throwaways,Throws Dropped,Throws Recorded with Yardage,Fouls Drawn,Stalls,Blocks,Blocks (Offense),Blocks (Defense),Callahans,Pulls,Pulls (Out-of-bounds),Pulls Recorded with Yardage,Pulls (Inbounds) Recorded with Yardage,Throwing Yards,Lateral Throwing Yards,Forward Throwing Yards,Pull Yards,Pull Yards (Inbounds),Completion Percentage,Catches Per Goals,Throws Per Assist,Throwaway Percentage,Drop Percentage,Yards Per Throw,Yards Per Pull,Yards Per Pull (Inbounds)
Austin Sol,AUDL 2017,11,Ryan Purcell,98,57,41,264,87,177,151,23,128,279,57,222,44,14.0,11.0,3.0,281.0,4.0,27.0,21.0,6.0,30.0,23.0,7.0,405.0,380.0,21.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.82716049382715,20.071428571428573,15.0,0.05185185185185185,0.014035087719298246,0.0,0.0,0.0
Austin Sol,AUDL 2017,10,Michael Matthis,125,88,37,223,128,95,76,27,49,220,80,140,40,13.0,10.0,3.0,133.0,1.0,15.0,9.0,6.0,7.0,6.0,1.0,133.0,119.0,12.0,2.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.47368421052632,10.23076923076923,8.866666666666667,0.09022556390977443,0.007462686567164179,0.0,0.0,0.0
Austin Sol,AUDL 2017,12,Mitchell Bennett,72,25,47,261,48,213,176,19,157,303,45,258,49,30.0,26.0,4.0,168.0,1.0,25.0,22.0,3.0,17.0,15.0,2.0,146.0,134.0,11.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.78082191780823,5.6,5.84,0.07534246575342465,0.005917159763313609,0.0,0.0,0.0
Austin Sol,AUDL 2017,6,Jeff Loskorn,35,15,20,133,37,96,86,16,70,154,38,116,25,2.0,2.0,0.0,224.0,2.0,22.0,18.0,4.0,16.0,11.0,5.0,267.0,254.0,11.0,1.0,0.0,0.0,1.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.13108614232209,112.0,12.136363636363637,0.04119850187265917,0.008849557522123894,0.0,0.0,0.0
Austin Sol,AUDL 2017,6,Ethan Pollack,35,12,23,102,23,79,58,8,50,127,24,103,19,11.0,11.0,0.0,92.0,2.0,8.0,6.0,2.0,5.0,4.0,1.0,82.0,76.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6829268292683,8.363636363636363,10.25,0.036585365853658534,0.02127659574468085,0.0,0.0,0.0
Austin Sol,AUDL 2017,11,Jason Schafer,80,37,43,239,57,182,146,15,131,272,42,230,44,5.0,5.0,0.0,271.0,2.0,28.0,24.0,4.0,8.0,6.0,2.0,321.0,282.0,34.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.85046728971963,54.2,11.464285714285714,0.1059190031152648,0.007326007326007326,0.0,0.0,0.0
Austin Sol,AUDL 2017,12,Jason Best,136,104,32,250,146,104,93,30,63,225,93,132,49,7.0,3.0,4.0,223.0,0.0,12.0,6.0,6.0,12.0,7.0,5.0,280.0,253.0,22.0,5.0,0.0,0.0,0.0,13.0,4.0,9.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.35714285714286,31.857142857142858,23.333333333333332,0.07857142857142857,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,2,Paul Starkel,12,2,10,33,3,30,18,1,17,48,7,41,8,0.0,0.0,0.0,60.0,1.0,5.0,5.0,0.0,6.0,5.0,1.0,81.0,67.0,11.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.71604938271605,0.0,16.2,0.13580246913580246,0.01639344262295082,0.0,0.0,0.0
Austin Sol,AUDL 2017,7,Caleb Denecour,36,3,33,149,16,133,102,10,92,194,23,171,28,33.0,30.0,3.0,161.0,3.0,12.0,10.0,2.0,14.0,12.0,2.0,130.0,123.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.61538461538461,4.878787878787879,10.833333333333334,0.03076923076923077,0.018292682926829267,0.0,0.0,0.0
Austin Sol,AUDL 2017,11,Matthew Bierschenk,82,37,45,222,54,168,133,15,118,254,47,207,44,22.0,19.0,3.0,127.0,3.0,22.0,20.0,2.0,13.0,12.0,1.0,115.0,95.0,18.0,2.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6086956521739,5.7727272727272725,5.2272727272727275,0.1565217391304348,0.023076923076923078,0.0,0.0,0.0
Austin Sol,AUDL 2017,10,Rory Orloff,127,93,34,206,124,82,69,24,45,179,61,118,39,10.0,7.0,3.0,98.0,0.0,5.0,1.0,4.0,7.0,5.0,2.0,123.0,115.0,7.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4959349593496,9.8,24.6,0.056910569105691054,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,12,Lucky Mosola,106,103,3,146,133,13,30,20,10,83,62,21,46,7.0,3.0,4.0,34.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,30.0,26.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.66666666666667,4.857142857142857,7.5,0.1,0.08108108108108109,0.0,0.0,0.0
Austin Sol,AUDL 2017,5,Jake Reinhardt,53,51,2,65,61,4,5,3,2,27,20,7,21,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.95238095238095,0.0,0.0,0.19047619047619047,0.1,0.0,0.0,0.0
Austin Sol,AUDL 2017,10,Victor Bautista,82,78,4,126,115,11,34,28,6,85,72,13,40,8.0,1.0,7.0,30.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,24.0,22.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.66666666666666,3.75,12.0,0.08333333333333333,0.03225806451612903,0.0,0.0,0.0
Austin Sol,AUDL 2017,7,Brandon Dial,60,54,6,73,65,8,10,8,2,37,24,13,26,1.0,0.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,9.0,10.0,0.3,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,1,Chris Brooks,6,4,2,14,7,7,6,2,4,14,4,10,4,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.85714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,1,Logan Kinney,8,7,1,16,13,3,7,5,2,15,7,8,4,0.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,4,Kamron Daftari,28,28,0,40,40,0,9,9,0,23,23,0,15,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,8,John Cecil,72,68,4,125,105,20,36,26,10,91,62,29,33,7.0,2.0,5.0,36.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,31.0,28.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.32258064516128,5.142857142857143,15.5,0.0967741935483871,0.02702702702702703,0.0,0.0,0.0
Austin Sol,AUDL 2017,10,Nash Mock,85,65,20,151,90,61,55,17,38,109,35,74,40,10.0,9.0,1.0,43.0,1.0,5.0,2.0,3.0,6.0,4.0,2.0,34.0,30.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.23529411764706,4.3,6.8,0.11764705882352941,0.022727272727272728,0.0,0.0,0.0
Austin Sol,AUDL 2017,12,Mick Walter,134,102,32,264,154,110,99,33,66,232,95,137,49,20.0,13.0,7.0,122.0,1.0,8.0,7.0,1.0,13.0,8.0,5.0,110.0,104.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.54545454545455,6.1,13.75,0.05454545454545454,0.008130081300813009,0.0,0.0,0.0
Austin Sol,AUDL 2017,8,Aubrey Davis,77,56,21,157,79,78,74,21,53,144,44,100,32,10.0,8.0,2.0,111.0,0.0,14.0,11.0,3.0,7.0,5.0,2.0,142.0,123.0,18.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.61971830985915,11.1,10.142857142857142,0.1267605633802817,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,8,Nathan Sany,61,47,14,143,63,80,76,12,64,132,27,105,32,7.0,6.0,1.0,60.0,0.0,6.0,4.0,2.0,5.0,4.0,1.0,57.0,54.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.73684210526315,8.571428571428571,9.5,0.05263157894736842,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,6,Elliott Moore,49,45,4,83,70,13,28,19,9,73,51,22,25,5.0,3.0,2.0,22.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,17.0,15.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.23529411764706,4.4,8.5,0.11764705882352941,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,6,Johnny Frohlichstein,55,52,3,85,74,11,25,17,8,62,46,16,25,0.0,0.0,0.0,42.0,0.0,3.0,1.0,2.0,3.0,2.0,1.0,48.0,44.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.66666666666666,0.0,16.0,0.08333333333333333,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,6,Steven Naji,45,40,5,81,67,14,30,21,9,72,54,18,22,0.0,0.0,0.0,23.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,32.0,31.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.875,0.0,16.0,0.03125,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,6,Carlos Vargas,42,17,25,119,27,92,73,10,63,144,34,110,22,5.0,4.0,1.0,119.0,1.0,5.0,5.0,0.0,8.0,7.0,1.0,144.0,129.0,11.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.58333333333334,23.8,28.8,0.0763888888888889,0.008333333333333333,0.0,0.0,0.0
Austin Sol,AUDL 2017,3,Brett Gramann,29,20,9,50,28,22,17,6,11,54,19,35,9,2.0,2.0,0.0,34.0,0.0,2.0,2.0,0.0,4.0,3.0,1.0,48.0,41.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.41666666666666,17.0,24.0,0.14583333333333334,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,4,Kyle Henke,48,44,4,74,61,13,18,11,7,43,29,14,17,7.0,1.0,6.0,14.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2017,1,Ryan Bigley,12,11,1,22,19,3,7,5,2,15,12,3,3,0.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2018,12,Joshua Zdrodowski,107,92,15,188,127,61,58,27,31,151,63,88,51,14.0,5.0,9.0,70.0,2.0,9.0,5.0,4.0,5.0,3.0,2.0,63.0,53.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.12698412698413,5.0,7.0,0.15873015873015872,0.027777777777777776,0.0,0.0,0.0
Austin Sol,AUDL 2018,13,Robert Lewis,123,93,30,206,128,78,70,29,41,166,65,101,54,5.0,2.0,3.0,126.0,2.0,12.0,7.0,5.0,15.0,9.0,6.0,156.0,136.0,17.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.17948717948718,25.2,13.0,0.10897435897435898,0.015625,0.0,0.0,0.0
Austin Sol,AUDL 2018,15,Mick Walter,141,113,28,234,159,75,67,35,32,173,75,98,61,9.0,4.0,5.0,57.0,3.0,2.0,0.0,2.0,8.0,4.0,4.0,51.0,49.0,1.0,1.0,0.0,0.0,0.0,12.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.07843137254902,6.333333333333333,25.5,0.0196078431372549,0.05,0.0,0.0,0.0
Austin Sol,AUDL 2018,7,Michael Matthis,60,34,26,104,45,59,39,9,30,101,20,81,26,15.0,12.0,3.0,65.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,56.0,48.0,7.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428571428571,4.333333333333333,18.666666666666668,0.125,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2018,11,Jerrod Wolfe,108,90,18,199,126,73,75,30,45,173,72,101,41,21.0,12.0,9.0,78.0,0.0,12.0,8.0,4.0,6.0,3.0,3.0,61.0,53.0,4.0,4.0,0.0,0.0,0.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.88524590163934,3.7142857142857144,5.083333333333333,0.06557377049180328,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2018,7,Matt Bennett,60,44,16,97,66,31,31,18,13,80,39,41,23,0.0,0.0,0.0,70.0,0.0,10.0,3.0,7.0,10.0,5.0,5.0,92.0,76.0,13.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6086956521739,0.0,9.2,0.14130434782608695,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2018,14,Andrew Walch,115,78,37,249,120,129,113,33,80,258,74,184,51,27.0,19.0,8.0,146.0,2.0,8.0,6.0,2.0,7.0,2.0,5.0,127.0,120.0,6.0,1.0,0.0,0.0,0.0,7.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.48818897637796,5.407407407407407,15.875,0.047244094488188976,0.013513513513513514,0.0,0.0,0.0
Austin Sol,AUDL 2018,7,Michael Natenberg,46,8,38,150,21,129,91,11,80,178,25,153,29,7.0,7.0,0.0,188.0,1.0,19.0,16.0,3.0,13.0,13.0,0.0,188.0,175.0,9.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.08510638297872,26.857142857142858,9.894736842105264,0.047872340425531915,0.005291005291005291,0.0,0.0,0.0
Austin Sol,AUDL 2018,13,Max Cook,69,12,57,248,28,220,163,13,150,324,39,285,51,16.0,15.0,1.0,379.0,3.0,23.0,21.0,2.0,31.0,27.0,4.0,475.0,452.0,20.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15789473684211,23.6875,20.652173913043477,0.042105263157894736,0.007853403141361256,0.0,0.0,0.0
Austin Sol,AUDL 2018,10,Jeff Loskorn,44,12,32,212,36,176,143,18,125,274,45,229,39,9.0,6.0,3.0,334.0,1.0,19.0,15.0,4.0,24.0,21.0,3.0,412.0,379.0,29.0,4.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.99029126213593,37.111111111111114,21.68421052631579,0.0703883495145631,0.0029850746268656717,0.0,0.0,0.0
Austin Sol,AUDL 2018,10,Ethan Pollack,62,24,38,216,46,170,131,15,116,245,42,203,41,17.0,13.0,4.0,183.0,2.0,20.0,20.0,0.0,17.0,14.0,3.0,173.0,162.0,10.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.64161849710982,10.764705882352942,8.65,0.057803468208092484,0.010810810810810811,0.0,0.0,0.0
Austin Sol,AUDL 2018,14,Chase Cunningham,147,97,50,372,155,217,187,46,141,383,102,281,58,32.0,27.0,5.0,343.0,6.0,56.0,39.0,17.0,28.0,21.0,7.0,381.0,330.0,45.0,6.0,0.0,0.0,0.0,17.0,6.0,11.0,0.0,89.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.61417322834646,10.71875,6.803571428571429,0.11811023622047244,0.017191977077363897,0.0,0.0,0.0
Austin Sol,AUDL 2018,12,Rory Orloff,75,22,53,226,35,191,136,11,125,260,31,229,47,30.0,26.0,4.0,198.0,2.0,10.0,10.0,0.0,11.0,9.0,2.0,217.0,207.0,7.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.39170506912443,6.6,21.7,0.03225806451612903,0.01,0.0,0.0,0.0
Austin Sol,AUDL 2018,5,Kiran Thomas,19,5,14,84,14,70,60,8,52,107,24,83,18,6.0,5.0,1.0,72.0,1.0,5.0,5.0,0.0,9.0,9.0,0.0,67.0,63.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.02985074626866,12.0,13.4,0.05970149253731343,0.0136986301369863,0.0,0.0,0.0
Austin Sol,AUDL 2018,12,Ryan Purcell,104,73,31,220,98,122,103,22,81,218,59,159,50,5.0,4.0,1.0,167.0,1.0,15.0,12.0,3.0,16.0,13.0,3.0,245.0,222.0,18.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.61224489795919,33.4,16.333333333333332,0.07346938775510205,0.005952380952380952,0.0,0.0,0.0
Austin Sol,AUDL 2018,14,Doug Richardson,143,111,32,219,150,69,60,31,29,173,78,95,56,5.0,3.0,2.0,114.0,0.0,3.0,1.0,2.0,14.0,9.0,5.0,128.0,118.0,10.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.1875,22.8,42.666666666666664,0.078125,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2018,2,Jason Holleran,7,7,0,12,11,1,5,4,1,9,8,1,5,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2018,11,Matthew Bierschenk,86,56,30,141,76,65,49,18,31,123,40,83,42,7.0,5.0,2.0,55.0,2.0,12.0,6.0,6.0,0.0,0.0,0.0,54.0,46.0,6.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.18518518518519,7.857142857142857,4.5,0.1111111111111111,0.03508771929824561,0.0,0.0,0.0
Austin Sol,AUDL 2018,13,Elliott Moore,134,104,30,205,149,56,56,36,20,161,81,80,53,12.0,5.0,7.0,65.0,2.0,8.0,3.0,5.0,4.0,0.0,4.0,56.0,47.0,8.0,1.0,0.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.92857142857143,5.416666666666667,7.0,0.14285714285714285,0.029850746268656716,0.0,0.0,0.0
Austin Sol,AUDL 2018,14,Kyle Henke,104,40,64,313,72,241,176,22,154,361,59,302,55,44.0,41.0,3.0,202.0,6.0,26.0,24.0,2.0,16.0,16.0,0.0,162.0,135.0,26.0,1.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333334,4.590909090909091,6.230769230769231,0.16049382716049382,0.028846153846153848,0.0,0.0,0.0
Austin Sol,AUDL 2018,13,Carlos Vargas,101,82,19,154,116,38,46,30,16,128,65,63,50,1.0,1.0,0.0,65.0,3.0,8.0,0.0,8.0,6.0,4.0,2.0,101.0,87.0,11.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.13861386138613,65.0,12.625,0.10891089108910891,0.04411764705882353,0.0,0.0,0.0
Austin Sol,AUDL 2018,8,John Cecil,89,70,19,126,93,33,25,17,8,84,44,40,33,4.0,1.0,3.0,26.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,25.0,24.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,6.5,12.5,0.04,0.07142857142857142,0.0,0.0,0.0
Austin Sol,AUDL 2018,13,Brendan Adams,105,91,14,160,131,29,39,29,10,104,64,40,51,6.0,1.0,5.0,54.0,2.0,3.0,1.0,2.0,3.0,0.0,3.0,64.0,56.0,7.0,1.0,0.0,0.0,0.0,8.0,1.0,7.0,0.0,84.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,9.0,21.333333333333332,0.109375,0.03571428571428571,0.0,0.0,0.0
Austin Sol,AUDL 2018,6,Nicholas Whale,40,35,5,61,54,7,16,15,1,48,36,12,19,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.66666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2018,9,Paul Starkel,45,22,23,144,38,106,89,14,75,178,31,147,34,3.0,2.0,1.0,151.0,1.0,17.0,14.0,3.0,10.0,9.0,1.0,163.0,153.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.86503067484662,50.333333333333336,9.588235294117647,0.049079754601226995,0.006578947368421052,0.0,0.0,0.0
Austin Sol,AUDL 2018,5,Aubrey Davis,39,23,16,78,36,42,33,11,22,70,23,47,17,2.0,1.0,1.0,46.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,63.0,58.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.06349206349206,23.0,31.5,0.07936507936507936,0.02127659574468085,0.0,0.0,0.0
Austin Sol,AUDL 2018,5,Chris Brooks,34,23,11,56,32,24,17,7,10,41,12,29,14,3.0,2.0,1.0,21.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,27.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.18518518518519,7.0,13.5,0.14814814814814814,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2018,4,Brian Gfroerer,22,17,5,33,23,10,7,4,3,22,6,16,10,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2018,4,Valley Renshaw,35,23,12,63,31,32,25,6,19,56,16,40,16,5.0,2.0,3.0,24.0,1.0,4.0,3.0,1.0,2.0,2.0,0.0,23.0,17.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.91304347826086,4.8,5.75,0.17391304347826086,0.04,0.0,0.0,0.0
Austin Sol,AUDL 2018,1,Mitchell Bennett,1,1,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Sol,AUDL 2018,5,Kamron Daftari,46,33,13,78,54,24,25,16,9,64,31,33,19,4.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0
Austin Sol,AUDL 2018,1,Nash Mock,9,3,6,26,3,23,15,0,15,29,2,27,4,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
